Site,comid,BFIWs,totdasqkm,streamorde,maxelevraw,minelevraw,maxelevsmo,minelevsmo,elevfixed,slope,MTBS_1986Ws,MTBS_1987Ws,MTBS_1988Ws,MTBS_1989Ws,MTBS_1990Ws,MTBS_1991Ws,MTBS_1992Ws,MTBS_1993Ws,MTBS_1994Ws,MTBS_1995Ws,MTBS_1996Ws,MTBS_1997Ws,MTBS_1998Ws,MTBS_1999Ws,MTBS_2000Ws,MTBS_2001Ws,MTBS_2002Ws,MTBS_2003Ws,MTBS_2004Ws,MTBS_2005Ws,MTBS_2006Ws,MTBS_2007Ws,MTBS_2008Ws,MTBS_2009Ws,MTBS_2010Ws,MTBS_2011Ws,MTBS_2012Ws,MTBS_2013Ws,MTBS_2014Ws,MTBS_2015Ws,MTBS_2016Ws,MTBS_2017Ws,Precip9120Ws,Tmax9120Ws,Tmean9120Ws,Tmin9120Ws,PctFire2000Ws,PctFire2001Ws,PctFire2002Ws,PctFire2003Ws,PctFire2004Ws,PctFire2005Ws,PctFire2006Ws,PctFire2007Ws,PctFire2008Ws,PctFire2009Ws,PctFire2010Ws,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,MAST_2008,MAST_2009,MAST_2013,MAST_2014,MSST_2008,MSST_2009,MSST_2013,MSST_2014,MWST_2008,MWST_2009,MWST_2013,MWST_2014,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,RunoffWs,WtDepWs,OmWs,PermWs,RckDepWs,PctLow Burn SeverityWs_1984,PctModerate Burn SeverityWs_1984,PctHigh Burn SeverityWs_1984,PctLow Burn SeverityWs_1985,PctModerate Burn SeverityWs_1985,PctHigh Burn SeverityWs_1985,PctLow Burn SeverityWs_1986,PctModerate Burn SeverityWs_1986,PctHigh Burn SeverityWs_1986,PctLow Burn SeverityWs_1987,PctModerate Burn SeverityWs_1987,PctHigh Burn SeverityWs_1987,PctLow Burn SeverityWs_1988,PctModerate Burn SeverityWs_1988,PctHigh Burn SeverityWs_1988,PctLow Burn SeverityWs_1989,PctModerate Burn SeverityWs_1989,PctHigh Burn SeverityWs_1989,PctLow Burn SeverityWs_1990,PctModerate Burn SeverityWs_1990,PctHigh Burn SeverityWs_1990,PctLow Burn SeverityWs_1991,PctModerate Burn SeverityWs_1991,PctHigh Burn SeverityWs_1991,PctLow Burn SeverityWs_1992,PctModerate Burn SeverityWs_1992,PctHigh Burn SeverityWs_1992,PctLow Burn SeverityWs_1993,PctModerate Burn SeverityWs_1993,PctHigh Burn SeverityWs_1993,PctLow Burn SeverityWs_1994,PctModerate Burn SeverityWs_1994,PctHigh Burn SeverityWs_1994,PctLow Burn SeverityWs_1995,PctModerate Burn SeverityWs_1995,PctHigh Burn SeverityWs_1995,PctLow Burn SeverityWs_2002,PctModerate Burn SeverityWs_2002,PctHigh Burn SeverityWs_2002,PctLow Burn SeverityWs_2003,PctModerate Burn SeverityWs_2003,PctHigh Burn SeverityWs_2003,PctLow Burn SeverityWs_2004,PctModerate Burn SeverityWs_2004,PctHigh Burn SeverityWs_2004,PctLow Burn SeverityWs_2005,PctModerate Burn SeverityWs_2005,PctHigh Burn SeverityWs_2005,PctLow Burn SeverityWs_2006,PctModerate Burn SeverityWs_2006,PctHigh Burn SeverityWs_2006,PctLow Burn SeverityWs_2007,PctModerate Burn SeverityWs_2007,PctHigh Burn SeverityWs_2007,PctLow Burn SeverityWs_2008,PctModerate Burn SeverityWs_2008,PctHigh Burn SeverityWs_2008,PctLow Burn SeverityWs_2009,PctModerate Burn SeverityWs_2009,PctHigh Burn SeverityWs_2009,PctLow Burn SeverityWs_2010,PctModerate Burn SeverityWs_2010,PctHigh Burn SeverityWs_2010,PctLow Burn SeverityWs_2011,PctModerate Burn SeverityWs_2011,PctHigh Burn SeverityWs_2011,PctLow Burn SeverityWs_2012,PctModerate Burn SeverityWs_2012,PctHigh Burn SeverityWs_2012,PctLow Burn SeverityWs_2013,PctModerate Burn SeverityWs_2013,PctHigh Burn SeverityWs_2013,PctLow Burn SeverityWs_2014,PctModerate Burn SeverityWs_2014,PctHigh Burn SeverityWs_2014,PctLow Burn SeverityWs_2015,PctModerate Burn SeverityWs_2015,PctHigh Burn SeverityWs_2015,PctLow Burn SeverityWs_2016,PctModerate Burn SeverityWs_2016,PctHigh Burn SeverityWs_2016,PctLow Burn SeverityWs_2017,PctModerate Burn SeverityWs_2017,PctHigh Burn SeverityWs_2017,PctLow Burn SeverityWs_2018,PctModerate Burn SeverityWs_2018,PctHigh Burn SeverityWs_2018,geometry
US2,2889272,68.437,29.2743,2,-9998,219187,235193,219187,0,0.03671943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.1599385939065,11.21620919817352,4.8482371354932825,-1.5195847819365451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24053378952,6.257271880009999,6.2410799254,6.277763300619999,12.2784887198,11.6436389356,12.2731690643,11.8372259674,0.858761013331,1.66334192023,0.885356204193,1.0195189383599998,4.2717,2.0179,1.3596,91,172.422,0.2787,12.7893,124.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.46799, 40.036316)"
Crane Creek,11750409,66.9644,3.8925,2,-9998,35090,68384,35177,0,0.078079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6705,0,0,0,1908.230338691792,19.694436351373408,13.855111225979194,8.014858871299653,0,0,0,0,0,0,0,0,0,0,0,0,75.33,0,24.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.865742048,11.8510925741,11.871926966,11.8463457418,16.2343585349,15.8444432703,15.9188687213,15.8224994365,5.81809742853,4.57133798977,6.4019485627099995,4.214805678159999,8.420200000000001,3.6361,2.2414,1076.6185,174.3762,0.608,7.0677,103.9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82,16.23,0,0,0,0,0,0,0,0,0,0,33.800000000000004,0,0,"c(-83.094099, 34.948737)"
Wash Branch,11750421,67.41250000000001,8.739,2,-9998,33205,35177,33373,0,0.01664206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7405000000000002,23.913500000000003,0,2.0494,0,1838.4031159476824,20.13870445020495,14.22942875931617,8.319689508907416,0,0,0,0,0,0,0,0,0,0,0,0,45.48,0,54.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6497965591,11.6339277209,11.6549594564,11.6291808886,16.1635224887,15.8447527407,15.8900857458,15.8351892127,5.77203474178,4.38238302303,6.49843816578,4.03480381015,8.0747,3.4875000000000003,2.1503,968.0682,172.5831,0.5765,6.6539,107.1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,9.52,8.42,0,0,0,0,1.79,0,0,0,0,0,16.56,0,0,"c(-83.077401, 34.921809)"
Control,8943655,66.996,2.7135,1,-9998,195115,224981,195115,0,0.12934603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.786100000000005,0,0,0,0,0,0,0,0,0,0,1305.558964575456,12.605261505993369,6.352087815443782,0.0994921452616252,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,61.03,0,0,0,0,38.97,0,0,0,0,0,0,0,0,0,7.53276925312,7.547857512059999,7.600332291869999,7.868686793489999,11.8498321683,11.2163335612,11.3666010076,11.7845883281,2.55555986048,2.68627343529,2.65472197328,3.3498059625799996,2.4437,1.6906,1.4695,539,173.8161,2.4691,9.4855,150.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,8.49,21.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-120.064616, 38.866927)"
Site 1,8943617,68.3568,8.0658,2,-9998,191806,195115,191921,0,0.01461116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.46730000000001,0,0,0,0,0,0,0,0,0,0,1092.9302174196607,13.57353839021089,6.647649914256082,-0.27811760675141706,0,0,0,0,0,0,0,76.42,0,0,0,0,0,0,21.68,0,0,0,0,78.32000000000001,0,0,0,0,0,0,0,0,0,6.853439369709999,6.94741832231,6.99484368022,7.35663085818,12.0601868548,11.6002511575,11.7223102313,12.0921187764,1.0836495531,1.61831000044,1.18140306087,2.71206106175,2.2021,1.5257,1.3271000000000002,539,161.9796,2.1732,11.3915,151.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.93,16.63,38.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-120.044479, 38.874255)"
Site 2,8943617,68.3568,8.0658,2,-9998,191806,195115,191921,0,0.01461116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.46730000000001,0,0,0,0,0,0,0,0,0,0,1092.9302174196607,13.57353839021089,6.647649914256082,-0.27811760675141706,0,0,0,0,0,0,0,76.42,0,0,0,0,0,0,21.68,0,0,0,0,78.32000000000001,0,0,0,0,0,0,0,0,0,6.853439369709999,6.94741832231,6.99484368022,7.35663085818,12.0601868548,11.6002511575,11.7223102313,12.0921187764,1.0836495531,1.61831000044,1.18140306087,2.71206106175,2.2021,1.5257,1.3271000000000002,539,161.9796,2.1732,11.3915,151.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.93,16.63,38.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-120.044479, 38.874255)"
Camas Creek,23075361,71,3.9051,1,-9998,55339,109588,55930,0,0.20894859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.8508057640009,11.618947222977646,6.6022530105323805,1.585415126794192,0,0,94.65,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47515025156,6.6378408883899995,6.744232376,6.9332611987,12.9286230839,13.8177489214,14.0843077406,14.1222840797,4.08344887296,4.1233231867399995,4.14039257352,4.12531096699,0.718,0.375,0.27390000000000003,777,182.88,0.5531,17.7136,142.65290000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.13,25.88,16.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-120.297179, 48.053257)"
Grade Creek,23074473,71.0796,37.8324,3,-9998,33594,66403,33599,0,0.14592526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5232,0,0,0,0,0,0,0,0,0,0,0.3664,0,0.0666,0,0,867.4413390725068,10.249401371308403,5.333271386730873,0.4167412575640166,0,0,51.52,0,0,0,0,0,0,0,0,0,0,0,99.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,6.77901241636,6.8770089492699995,6.99034227311,7.123092736029999,13.6146283582,14.4541772355,14.7478666906,14.8012601898,2.00482880999,2.0941410930799997,2.17902280136,2.0952699033599997,0.7089000000000001,0.3705,0.27080000000000004,762.8960000000001,181.2746,0.7919,11.9217,135.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,10.04,12.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,"c(-120.254071, 48.030197)"
Rocky Fire,8009327,38.4296,2390.2362,6,-9998,16987,19233,17017,0,0.00517515,0,0.2137,0,1.032,0.873,0,0.2531,0,0,0,12.5963,0,0.2831,1.6463,0.2967,0,0,0.0021,6.000000000000001e-4,0,0,0,2.1066000000000003,0.2495,0,0,3.0784,0,0,12.8141,0.632,0.438,907.7217117878112,21.71593907915523,14.764572877309844,7.813423378398461,0.27,0,0.02,0.04,0.05,0.19,0.07,0.03,1.95,0.35000000000000003,0.05,0,54.900000000000006,0,16.25,6.95,0,0,0,0,0,0,0,0,0,0,14.9,0,7,14.9108387878,14.8712188211,15.3931476931,15.9757753197,23.2895083538,23.2534430183,23.263652405,23.2866923809,7.152855594689999,7.40580741226,7.27373365,7.847753441819999,1.5344,0.804,0.59,316.555,180.2086,0.8208000000000001,2.4213,82.2142,0.1,0.05,0,0.06,0.02,0,0,0,0,0.09,0.04,0,0,0,0,0.39,0.14,0.03,0.33,0.09,0,0,0,0,0.12,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.89,0.09,0.12,0.05,0.01,0,0,0,0,0,0,0.89,0.8,0.37,0,0,0,0,0,0,3.59,4.16,4.08,0.31,0.12,0.08,0.2,0.14,0.03,13.76,13.87,6.18,"c(-122.332253, 38.925037)"
Wragg Fire,15032969,29.6645,16.5357,2,-9998,6151,15180,6151,0,0.05750955,0,0,99.7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0648,0,0,797.877511188483,21.34927526334567,15.08651405482774,8.822992165735046,0,0,2.96,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.955755886,13.9293081337,13.9730255199,14.9657092384,20.0735120675,20.0568335068,20.0338558527,20.0589711397,7.459403238729999,7.95296458217,7.460523363239999,8.59248460862,1.734,0.9244,0.6871,304.1241,182.88,0.59,3.37,48.76,0,0,0,0.37,0.07,0,0,0,0,0,0,0,23.25,37.07,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8100000000000005,12,45.44,0,0,0,0,0,0,0,0,0,"c(-122.10013, 38.499918)"
PBR,2899241,63.175900000000006,609.7059,4,-9998,212965,217616,213124,0,0.01145918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.7695396448137,7.894045254496372,1.281832348081725,-5.3302839964360995,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,90.73,0,0,0,0,9.26,0,0,0,0,0,0,0,0,0,7.889618685069999,7.87887884105,7.90350006071,7.956537655609999,15.4267271482,14.623592272000002,15.6049884282,14.7160681721,1.1440458894,1.5885188020099998,1.1819591618599998,1.26557106176,5.8541,2.5954,1.6415000000000002,39.8932,169.3829,0.5299,15.6963,114.1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.580309, 40.698081)"
PSF,2899449,63.340500000000006,693.8973,4,-9998,199741,205058,199985,0,0.01344909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5243,0,0,0,0,0,696.1953147758546,8.422029390054115,1.7876784554679628,-4.8465501062491105,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,91.85,0,0,0,0,8.14,0,0,0,0,0,0,0,0,0,7.990421265189999,8.01522368979,8.048816036469999,8.07402559617,16.165544147200002,15.0608470048,16.2178397158,15.1782304432,1.15979069141,1.7262113265,1.26946318436,1.27052044094,5.5217,2.4544,1.5566,39.7848,170.3603,0.5353,15.3915,111.6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.41,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.477698, 40.673904)"
PNF,2900989,64.2162,1254.2697,5,-9998,163245,165529,163245,0,0.00900986,0,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,16.718700000000002,0,0,0,0,0,629.6743885693506,9.729551624060726,3.0749065512333646,-3.5795777383201783,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,93.84,0,0,0,0,5.8500000000000005,0,0,0,0,0,0,0,0,0,8.648534909479999,8.661799217739999,8.754185889739999,8.75480747308,18.0676130056,16.5739624437,18.0637129437,16.691463667,1.3833115243699998,2.16302236869,1.4947355917199998,1.43432559646,4.8283000000000005,2.1767000000000003,1.4007,39.4966,172.3005,0.5346000000000001,14.4029,109.2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,4.64,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.255326, 40.691783)"
Benjamin Slough,10349048,74.5288,337.365,3,-9998,136669,137637,137637,0,1e-5,0,0,0,0,0,0,0,0,0,1.566,0,0,1.5043,2.7923,0,5.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,496.4424011121656,16.5342986042676,9.81364665442446,3.093145356036134,0,0.32,0.03,0,0.28,0,0.08,0,0,0,0,5.12,16.69,0,3.58,0,0,0,0,0,0,0,0,0,0,74.61,0,0,0,8.574513460559999,8.45324001835,8.115177288429999,9.25386770005,17.1544131929,17.7201439701,17.3059429366,17.6163234685,2.3039453649,3.08256963778,1.70363605149,3.4533068284199997,3.8854,2.0295,1.4874,247.5776,165.7142,1.1486,5.3301,135.1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,4.82,3.87,"c(-111.792732, 40.113552)"
Hobble Creek Lower,10348934,74.271,312.3927,4,-9998,136943,144881,137637,0,0.0078628,0,0,0,0,0,0,0,0,3.0000000000000003e-4,0,0,0,0,0,0,0,0,8.343300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.4750519207124,13.629993362337135,7.39166412442371,1.1535708655363517,0,0,0,0,0,0,0,0,0,0,0,1.3,83.87,0,0,0,0,0,0,6.48,0,0,0,0,0,5.24,3.11,0,0,8.563822552229999,8.40226434329,7.95003066293,9.18324278407,17.469596382000002,17.5313260886,16.9548153289,17.5099257345,3.3136899986199997,4.41492024227,2.4159975920599996,4.391308523419999,6.0120000000000005,3.1772,2.3489,246.6628,181.0474,0.9889,8.2734,134.1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.38,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-111.564769, 40.147619)"
Hobble Creek Upper,10348934,74.271,312.3927,4,-9998,136943,144881,137637,0,0.0078628,0,0,0,0,0,0,0,0,3.0000000000000003e-4,0,0,0,0,0,0,0,0,8.343300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.4750519207124,13.629993362337135,7.39166412442371,1.1535708655363517,0,0,0,0,0,0,0,0,0,0,0,1.3,83.87,0,0,0,0,0,0,6.48,0,0,0,0,0,5.24,3.11,0,0,8.563822552229999,8.40226434329,7.95003066293,9.18324278407,17.469596382000002,17.5313260886,16.9548153289,17.5099257345,3.3136899986199997,4.41492024227,2.4159975920599996,4.391308523419999,6.0120000000000005,3.1772,2.3489,246.6628,181.0474,0.9889,8.2734,134.1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.38,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-111.564769, 40.147619)"
Mill Race,10376606,76.9338,35.2287,1,137801,136740,137801,137637,0,3.8246e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.4401322892983,16.18168859663286,9.882367500779194,3.5825375498556573,0,0,8.49,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,97.65,0,0,0,7.86529066536,7.63386567902,7.370904771219999,8.5190775946,15.2186193627,15.1221386734,15.1258628348,15.1337669729,2.36697764298,2.89843057565,1.85048641309,3.09314537064,4.4618,2.3865000000000003,1.7801,122.034,166.2787,0.896,8.6264,142.32070000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,2.48,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-111.661584, 40.228017)"
Mitsubishi Race,10329067,76.5851,41.0931,3,-9998,136739,137637,137637,0,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.0544582735276,15.403957112912416,9.23949526597361,3.0753255477331525,0,0,15.19,0,0,0,0,0,0,0,0,5.14,25.19,0,0,0,0,0,0,0,0,0,0,0,0,69.66,0,0,0,7.8138521688200004,7.580220048569999,7.30080464965,8.49478416979,15.1688301213,15.1042910757,15.1064581748,15.1287994249,2.29475408795,3.0921109951799997,1.51909569042,3.29977431907,5.0318000000000005,2.6709,1.9812,244.0169,166.401,1.0456,6.915500000000001,141.1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8100000000000005,3.3200000000000003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-111.650909, 40.188752)"
Provo River,10376192,73.1949,1754.6553,5,-9998,136752,137637,137637,0,1e-5,0,5e-4,0.2595,0,0,0,0,0,0,0,0.5773,0,0,0,0.4103,0.5333,0,1.8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.8482673694799,12.55525690811968,5.9031678434469335,-0.7487504538369051,0,0,0,0,0,0,0,0,0,0,0,5.5,39.14,0,22.99,0,0,0,0,12.27,0,0,0,0,0,3.24,16.86,0,0,8.91244894115,8.79611575243,8.51151173668,9.46279134427,19.8404075047,19.7169552584,19.752622294,19.7353266549,2.63619555546,2.7587562755499997,2.17601144204,3.30827576556,5.613,3.0397000000000003,2.2875,113.0902,172.0369,1.1237,7.5585,133.2245,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.11,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.47,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-111.716234, 40.23755)"
Spanish Fork Lower,10349108,71.8938,2010.5073,5,-9998,138783,139310,138783,0,0.00219949,0,0.2071,0,0,0,0,0,0,0.6305000000000001,0,0,0,0,0,0,0.9455,0,1.2964,0.33530000000000004,0,0,0,0,0.4694,0.4083,0,4.0648,0,0,0,0.8441000000000001,2.1962,588.5727617981246,13.805346391464363,6.968545527200243,0.13198487508361814,0,0,0,0,0,0,0,0,0,0.42,0.37,0.73,80.18,0,5.94,0,0,0,0,1.01,0,0,0,0,0,4.54,7.61,0,0,9.15983491705,8.97766631437,8.699594070009999,9.59024037584,19.2311115701,19.2106155804,18.9931484623,19.0624409185,2.3433475749899997,2.9520466697,1.73899171689,3.27896010023,5.2632,2.7143,1.9698,246.1788,182.3779,1.0785,4.813,126.2281,0,0,0,0,0,0,0,0,0,0.05,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.13,0.08,0,0,0,0,0,0,0.43,0.37,0.16,0.13,0.13,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.15,0.14,0.16,0.17,0.04,0,0,0,1.81,0.73,0.13,0,0,0,0,0,0,0,0,0,0.27,0.39,0.09,0.95,0.7000000000000001,0.09,8.07,9.47,4.43,"c(-111.668576, 40.099751)"
