Site,comid,PctOw2001,PctIce2001,PctUrbOp2001,PctUrbLo2001,PctUrbMd2001,PctUrbHi2001,PctBl2001,PctDecid2001,PctConif2001,PctShrb2001,PctGrs2001,PctCrop2001,PctWdWet2001,PctHbWet2001,PctOw2004,PctIce2004,PctUrbOp2004,PctUrbLo2004,PctUrbMd2004,PctUrbHi2004,PctBl2004,PctDecid2004,PctConif2004,PctShrb2004,PctGrs2004,PctCrop2004,PctWdWet2004,PctHbWet2004,PctOw2006,PctIce2006,PctUrbOp2006,PctUrbLo2006,PctUrbMd2006,PctUrbHi2006,PctBl2006,PctDecid2006,PctConif2006,PctShrb2006,PctGrs2006,PctCrop2006,PctWdWet2006,PctHbWet2006,PctOw2008,PctIce2008,PctUrbOp2008,PctUrbLo2008,PctUrbMd2008,PctUrbHi2008,PctBl2008,PctDecid2008,PctConif2008,PctShrb2008,PctGrs2008,PctCrop2008,PctWdWet2008,PctHbWet2008,PctOw2011,PctIce2011,PctUrbOp2011,PctUrbLo2011,PctUrbMd2011,PctUrbHi2011,PctBl2011,PctDecid2011,PctConif2011,PctShrb2011,PctGrs2011,PctCrop2011,PctWdWet2011,PctHbWet2011,PctOw2013,PctIce2013,PctUrbOp2013,PctUrbLo2013,PctUrbMd2013,PctUrbHi2013,PctBl2013,PctDecid2013,PctConif2013,PctShrb2013,PctGrs2013,PctCrop2013,PctWdWet2013,PctHbWet2013,PctOw2016,PctIce2016,PctUrbOp2016,PctUrbLo2016,PctUrbMd2016,PctUrbHi2016,PctBl2016,PctDecid2016,PctConif2016,PctShrb2016,PctGrs2016,PctCrop2016,PctWdWet2016,PctHbWet2016,PctOw2019,PctIce2019,PctUrbOp2019,PctUrbLo2019,PctUrbMd2019,PctUrbHi2019,PctBl2019,PctDecid2019,PctConif2019,PctShrb2019,PctGrs2019,PctCrop2019,PctWdWet2019,PctHbWet2019
US1,2889272,0.05,0.16,1.6,0.47000000000000003,0.05,0,0,1.21,80.17,13.51,2.11,0,0.59,0.05,0.05,0.16,1.59,0.48,0.05,0,0,1.21,79.98,14.05,1.75,0,0.56,0.08,0.05,0.16,1.59,0.48,0.05,0,0,1.21,79.08,14.24,2.47,0,0.56,0.08,0.05,0.16,1.59,0.48,0.05,0,0,1.21,78.91,14.96,1.92,0,0.56,0.08,0.05,0.16,1.59,0.48,0.05,0,0,1.21,80.15,13.82,1.8,0,0.5700000000000001,0.07,0.05,0.16,1.59,0.49,0.05,0,0,1.21,80.17,13.86,1.74,0,0.59,0.06,0.05,0.16,1.59,0.49,0.05,0,0,1.21,80.35000000000001,13.620000000000001,1.81,0,0.6000000000000001,0.04,0.05,0.16,1.6600000000000001,0.5,0.09,0,0,1.21,80.52,13.35,1.81,0,0.56,0.04
US2,2889272,0.05,0.16,1.6,0.47000000000000003,0.05,0,0,1.21,80.17,13.51,2.11,0,0.59,0.05,0.05,0.16,1.59,0.48,0.05,0,0,1.21,79.98,14.05,1.75,0,0.56,0.08,0.05,0.16,1.59,0.48,0.05,0,0,1.21,79.08,14.24,2.47,0,0.56,0.08,0.05,0.16,1.59,0.48,0.05,0,0,1.21,78.91,14.96,1.92,0,0.56,0.08,0.05,0.16,1.59,0.48,0.05,0,0,1.21,80.15,13.82,1.8,0,0.5700000000000001,0.07,0.05,0.16,1.59,0.49,0.05,0,0,1.21,80.17,13.86,1.74,0,0.59,0.06,0.05,0.16,1.59,0.49,0.05,0,0,1.21,80.35000000000001,13.620000000000001,1.81,0,0.6000000000000001,0.04,0.05,0.16,1.6600000000000001,0.5,0.09,0,0,1.21,80.52,13.35,1.81,0,0.56,0.04
Crane_Creek,11750409,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0,0,0,3.48,0.08,0,0,0,50.1,4.78,0,0,0,0,0
Wash_Branch,11750421,0,0,4.68,0.06,0,0,0,47.01,5.4,0,0,0,0,0,0,0,4.68,0.06,0,0,0,47.01,5.4,0,0,0,0,0,0,0,4.68,0.06,0,0,0,47.01,5.4,0,0,0,0,0,0,0,4.68,0.06,0,0,0,47.01,5.4,0,0,0,0,0,0,0,4.68,0.06,0,0,0,46.900000000000006,5.4,0,0.11,0,0,0,0,0,4.68,0.06,0,0,0,46.900000000000006,5.4,0.11,0,0,0,0,0,0,4.68,0.06,0,0,0,46.900000000000006,5.4,0.11,0,0,0,0,0,0,4.68,0.06,0,0,0,47.01,5.2700000000000005,0,0.12,0,0,0
Control,8943655,0.41000000000000003,0,1.23,0.33,0,0,3.87,0,55.410000000000004,38.74,0,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.87,0,55.410000000000004,38.74,0,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.87,0,55.410000000000004,38.74,0,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.87,0,26.87,37.92,29.36,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.87,0,26.46,37.92,29.77,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.87,0,26.68,67.47,0,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.98,0,26.72,67.32000000000001,0,0,0,0,0.41000000000000003,0,1.23,0.33,0,0,3.98,0,27.990000000000002,66.06,0,0,0,0
Site_1,8943617,0.17,0,1.8800000000000001,2.57,0.16,0,1.6300000000000001,0,73.57000000000001,20.03,0,0,0,0,0.17,0,1.8800000000000001,2.57,0.16,0,1.6300000000000001,0,73.57000000000001,20.03,0,0,0,0,0.17,0,1.8800000000000001,2.57,0.16,0,1.6300000000000001,0,73.46000000000001,20.03,0.11,0,0,0,0.17,0,2.1,2.57,0.16,0,1.6300000000000001,0,15.120000000000001,17.35,60.910000000000004,0,0,0,0.17,0,2.1,2.59,0.16,0,1.6300000000000001,0,14.530000000000001,17.63,61.2,0,0,0,0.17,0,2.1,2.59,0.16,0,1.6300000000000001,0,14.540000000000001,78.82000000000001,0,0,0,0,0.17,0,2.1,2.59,0.16,0,1.68,0,14.81,78.5,0,0,0,0,0.17,0,2.08,2.6,0.16,0,1.68,0,15.790000000000001,77.51,0,0,0,0
Site_2,8943617,0.17,0,1.8800000000000001,2.57,0.16,0,1.6300000000000001,0,73.57000000000001,20.03,0,0,0,0,0.17,0,1.8800000000000001,2.57,0.16,0,1.6300000000000001,0,73.57000000000001,20.03,0,0,0,0,0.17,0,1.8800000000000001,2.57,0.16,0,1.6300000000000001,0,73.46000000000001,20.03,0.11,0,0,0,0.17,0,2.1,2.57,0.16,0,1.6300000000000001,0,15.120000000000001,17.35,60.910000000000004,0,0,0,0.17,0,2.1,2.59,0.16,0,1.6300000000000001,0,14.530000000000001,17.63,61.2,0,0,0,0.17,0,2.1,2.59,0.16,0,1.6300000000000001,0,14.540000000000001,78.82000000000001,0,0,0,0,0.17,0,2.1,2.59,0.16,0,1.68,0,14.81,78.5,0,0,0,0,0.17,0,2.08,2.6,0.16,0,1.68,0,15.790000000000001,77.51,0,0,0,0
Camas_Creek,23075361,0,0,0.4,0.85,0.05,1.51,0,0,54.44,30.6,12.16,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,29.990000000000002,8.13,59.08,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,29.990000000000002,8.13,59.08,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,29.990000000000002,8.13,59.08,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,29.990000000000002,8.13,59.08,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,30.55,33.78,32.86,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,30.55,33.78,32.86,0,0,0,0,0,0.4,0.85,0.05,1.51,0,0,31.57,41.15,24.48,0,0,0
Grade_Creek,23074473,0,0,0.73,0.38,0.13,0.43,0.03,0.1,65.79,20.96,11.05,0,0.31,0,0,0,0.73,0.39,0.13,0.43,0.03,0.1,49.550000000000004,13.43,34.81,0,0.31,0,0,0,0.72,0.39,0.13,0.43,0.03,0.1,49.21,13.55,35.04,0,0.31,0,0,0,0.72,0.39,0.13,0.43,0.03,0.1,45.51,13.48,38.81,0,0.31,0,0,0,0.72,0.39,0.13,0.43,0.03,0.1,42.96,16.71,38.12,0,0.31,0,0,0,0.72,0.39,0.13,0.43,0.03,0.1,43.75,35.85,18.2,0,0.31,0,0,0,0.72,0.39,0.13,0.43,0.03,0.1,48.120000000000005,31.55,18.13,0,0.31,0,0,0,0.72,0.39,0.13,0.43,0.02,0.1,47.35,35.92,14.540000000000001,0,0.31,0
Rocky_Fire,8009327,0.04,0,3.7600000000000002,0.51,0.1,0.01,0.02,0.84,15.08,63.35,7.01,0.02,0.02,0,0.04,0,3.75,0.52,0.11,0.01,0.02,0.8300000000000001,15.16,63.43,6.76,0.02,0.02,0,0.04,0,3.75,0.52,0.11,0.01,0.02,0.8300000000000001,15.18,64.79,5.41,0.02,0.02,0,0.04,0,3.75,0.52,0.11,0.01,0.02,0.8200000000000001,15.05,63.120000000000005,7.3500000000000005,0.02,0.02,0,0.04,0,3.74,0.52,0.12,0.02,0.02,0.8200000000000001,15.07,63,7.47,0.03,0.02,0,0.04,0,3.74,0.52,0.12,0.02,0.02,0.81,15,61.31,9.450000000000001,0.03,0.02,0,0.04,0,3.74,0.52,0.13,0.02,0.02,0.76,13.92,52.64,20.34,0.05,0.02,0,0.05,0,3.71,0.53,0.15,0.02,0.02,0.33,6.34,33.09,51.42,0.12,0.02,0
Wragg_Fire,15032969,0,0,0.17,0.11,0.02,0,0,0.15,20.11,69.06,2.9000000000000004,0,0,0,0,0,0.17,0.11,0.02,0,0,0.15,20.6,68.62,2.83,0,0,0,0,0,0.18,0.11,0.02,0,0,0.15,20.46,68.74,2.84,0,0,0,0,0,0.18,0.11,0.02,0,0,0.15,42.88,45.400000000000006,2.86,0,0,0,0,0,0.18,0.11,0.02,0,0,0.15,43.1,45.13,2.9000000000000004,0,0,0,0,0,0.18,0.11,0.02,0,0,0.15,43.19,45.04,2.9000000000000004,0,0,0,0,0,0.18,0.11,0.02,0,0,0,11.8,19.98,67.59,0,0,0,0,0,1.28,0.11,0.02,0,0,0,11.46,55.63,31.19,0,0,0
PBR,2899241,0.08,1.97,0.17,0.18,0.06,0,0.9,0.65,75.46000000000001,14.600000000000001,4.8100000000000005,0,0.66,0.35000000000000003,0.07,1.97,0.17,0.18,0.07,0,0.9,0.65,75.44,14.61,4.8500000000000005,0,0.66,0.35000000000000003,0.07,1.97,0.17,0.18,0.07,0,0.9,0.65,75.42,14.59,4.89,0,0.66,0.35000000000000003,0.08,1.97,0.17,0.18,0.07,0,0.9,0.65,75.42,14.68,4.800000000000001,0,0.66,0.35000000000000003,0.08,1.97,0.17,0.17,0.07,0,0.89,0.65,75.39,14.72,4.78,0,0.66,0.35000000000000003,0.07,1.97,0.17,0.17,0.07,0,0.9,0.65,75.34,14.73,4.83,0,0.66,0.35000000000000003,0.09,1.97,0.16,0.17,0.08,0.01,0.89,0.65,74.97,15,4.91,0,0.66,0.35000000000000003,0.1,1.97,0.15,0.17,0.08,0.01,0.93,0.65,75.18,14.92,4.72,0,0.73,0.30000000000000004
PSF,2899449,0.07,1.72,0.21,0.2,0.06,0,0.79,0.7000000000000001,75.12,15.74,4.38,0,0.62,0.30000000000000004,0.06,1.72,0.21,0.2,0.06,0,0.79,0.7000000000000001,75.03,15.85,4.37,0,0.62,0.30000000000000004,0.06,1.72,0.2,0.2,0.07,0,0.78,0.7000000000000001,75.01,15.860000000000001,4.38,0,0.62,0.30000000000000004,0.07,1.72,0.2,0.2,0.07,0,0.78,0.7000000000000001,75,15.950000000000001,4.3,0,0.62,0.30000000000000004,0.07,1.72,0.2,0.2,0.07,0,0.78,0.7000000000000001,75,15.96,4.29,0,0.62,0.31,0.06,1.72,0.2,0.2,0.07,0,0.78,0.7000000000000001,74.06,15.83,5.36,0,0.62,0.30000000000000004,0.08,1.72,0.19,0.2,0.08,0.01,0.78,0.6900000000000001,73.74,16.07,5.43,0,0.62,0.30000000000000004,0.09,1.72,0.19,0.2,0.08,0.01,0.81,0.6900000000000001,73.99,16.04,5.16,0,0.68,0.26
PNF,2900989,0.05,1.29,0.32,0.17,0.04,0,0.6000000000000001,0.6000000000000001,73.32000000000001,17.72,5.01,0,0.6000000000000001,0.19,0.04,1.29,0.32,0.18,0.04,0,0.6000000000000001,0.6000000000000001,73.13,18.05,4.88,0,0.59,0.2,0.04,1.29,0.31,0.18,0.05,0,0.6000000000000001,0.6000000000000001,73.09,18.1,4.86,0,0.59,0.19,0.04,1.29,0.31,0.18,0.05,0,0.6000000000000001,0.6000000000000001,73.11,18.13,4.8100000000000005,0,0.6000000000000001,0.19,0.04,1.29,0.30000000000000004,0.18,0.06,0.01,0.6000000000000001,0.61,73.18,18.05,4.82,0,0.59,0.2,0.04,1.29,0.30000000000000004,0.18,0.06,0.01,0.6000000000000001,0.59,63.56,16.39,16.12,0,0.6000000000000001,0.19,0.05,1.29,0.30000000000000004,0.18,0.06,0.01,0.6000000000000001,0.59,63.32,16.59,16.15,0,0.6000000000000001,0.19,0.07,1.29,0.29,0.18,0.07,0.01,0.62,0.59,63.5,18.27,14.25,0,0.63,0.17
Benjamin_Slough,10349048,0.02,0,2.0300000000000002,0.64,0.2,0.03,0.07,38.19,17.66,16.18,20.06,0.86,0.17,0.03,0.02,0,2.0300000000000002,0.65,0.21,0.03,0.07,38.14,17.77,16.3,20.04,0.92,0.17,0.04,0.01,0,2.09,0.68,0.24,0.03,0.07,37.9,17.81,23.68,12.73,0.96,0.17,0.04,0.01,0,2.1,0.73,0.28,0.04,0.07,37.87,17.85,24.400000000000002,11.92,0.98,0.17,0.05,0.01,0,2.22,0.77,0.32,0.04,0.07,37.81,17.84,25.200000000000003,11.07,0.97,0.17,0.05,0.01,0,2.2,0.78,0.33,0.04,0.07,38.14,17.84,25.86,11.05,0.9400000000000001,0.17,0.05,0.01,0,2.23,0.79,0.34,0.04,0.07,37.800000000000004,17.8,26.3,10.93,0.9500000000000001,0.16,0.05,0.01,0,2.22,0.8,0.38,0.04,0.08,26.93,9.200000000000001,24.59,32.57,0.9500000000000001,0.17,0.04
Hobble_Creek_Lower,10348934,0,0,1.43,0.08,0.01,0,0.02,79.09,9.91,7.94,0.51,0.01,0.17,0.03,0,0,1.43,0.09,0.02,0,0.02,75.62,9.39,7.65,4.78,0.01,0.17,0.03,0,0,1.45,0.09,0.02,0,0.02,75.57000000000001,9.39,7.67,4.79,0.01,0.16,0.03,0,0,1.45,0.09,0.02,0,0.02,75.60000000000001,9.39,11.600000000000001,0.8200000000000001,0.01,0.16,0.03,0,0,1.45,0.09,0.02,0,0.02,75.62,9.39,11.57,0.8200000000000001,0.01,0.16,0.03,0,0,1.45,0.09,0.03,0,0.02,75.56,9.39,11.56,0.8200000000000001,0.01,0.16,0.03,0,0,1.45,0.1,0.03,0,0.02,75.5,9.39,11.59,0.81,0.02,0.16,0.03,0,0,1.45,0.1,0.03,0,0.02,75.45,9.39,11.84,0.6000000000000001,0.02,0.16,0.03
Hobble_Creek_Upper,10348934,0,0,1.43,0.08,0.01,0,0.02,79.09,9.91,7.94,0.51,0.01,0.17,0.03,0,0,1.43,0.09,0.02,0,0.02,75.62,9.39,7.65,4.78,0.01,0.17,0.03,0,0,1.45,0.09,0.02,0,0.02,75.57000000000001,9.39,7.67,4.79,0.01,0.16,0.03,0,0,1.45,0.09,0.02,0,0.02,75.60000000000001,9.39,11.600000000000001,0.8200000000000001,0.01,0.16,0.03,0,0,1.45,0.09,0.02,0,0.02,75.62,9.39,11.57,0.8200000000000001,0.01,0.16,0.03,0,0,1.45,0.09,0.03,0,0.02,75.56,9.39,11.56,0.8200000000000001,0.01,0.16,0.03,0,0,1.45,0.1,0.03,0,0.02,75.5,9.39,11.59,0.81,0.02,0.16,0.03,0,0,1.45,0.1,0.03,0,0.02,75.45,9.39,11.84,0.6000000000000001,0.02,0.16,0.03
Mill_Race,10376606,0.06,0,2.08,4.26,3.3200000000000003,0.37,0,24.29,38.800000000000004,24.72,0.26,0,0.34,0,0,0,2.09,4.3100000000000005,3.5,0.42,0,21.06,36.63,24.01,6.72,0,0.36,0,0,0,2.2800000000000002,4.59,3.67,0.43,0,21.06,36.61,23.61,6.62,0,0.28,0,0,0,2.3000000000000003,4.65,3.7600000000000002,0.43,0,21.42,36.83,28.05,1.4000000000000001,0,0.28,0,0,0,2.4000000000000004,4.66,3.77,0.43,0,21.45,36.84,27.89,1.4000000000000001,0,0.28,0,0,0,2.3000000000000003,4.67,3.85,0.45,0,21.53,36.88,27.77,1.4000000000000001,0,0.28,0,0,0,2.12,4.74,4,0.5,0,21.53,36.87,27.68,1.4000000000000001,0,0.28,0,0,0,2.07,4.67,4.1000000000000005,0.54,0,21.67,36.72,27.93,1.18,0,0.25,0
Mitsubishi_Race,10329067,0.09,0,1.7000000000000002,1.78,2.12,0.32,0,47.69,15.27,27.240000000000002,1.53,0.04,0.30000000000000004,0.06,0.02,0,1.76,1.83,2.17,0.35000000000000003,0,44.14,12.64,25.560000000000002,9.52,0.04,0.30000000000000004,0.06,0,0,1.92,1.92,2.25,0.35000000000000003,0,43.49,12.74,25.67,9.59,0.03,0.30000000000000004,0.06,0,0,2.0100000000000002,2.14,2.41,0.4,0,43.5,12.82,30.88,3.87,0.03,0.29,0.06,0,0,2.19,2.21,2.43,0.41000000000000003,0,44.18,12.83,29.96,3.85,0.03,0.26,0.06,0,0,2.22,2.2,2.45,0.41000000000000003,0,44.65,12.88,29.71,3.85,0.03,0.27,0.05,0,0,2.2,2.21,2.48,0.43,0,44.410000000000004,12.84,30.02,3.81,0,0.27,0.04,0,0,2.13,2.18,2.5300000000000002,0.48,0,45.160000000000004,12.71,28.97,4.24,0,0.27,0.04
Provo_River,10376192,0.11,0,1.97,0.33,0.14,0.02,0.61,49.57,24.62,19.63,1.04,0.02,0.13,0.01,0.11,0,1.97,0.34,0.14,0.02,0.61,48.86,24.59,19.67,1.76,0.02,0.12,0.01,0.11,0,2,0.36,0.16,0.02,0.61,48.33,24.57,20.52,1.4000000000000001,0.02,0.12,0.01,0.1,0,2,0.36,0.17,0.02,0.61,48.370000000000005,24.700000000000003,20.95,0.76,0.02,0.12,0.01,0.1,0,2.0300000000000002,0.38,0.18,0.02,0.61,48.71,24.700000000000003,20.69,0.61,0.02,0.12,0.01,0.1,0,2.0100000000000002,0.38,0.2,0.03,0.6000000000000001,48.94,24.71,20.47,0.63,0.02,0.12,0.01,0.1,0,2.04,0.39,0.21,0.03,0.6000000000000001,48.67,24.67,20.52,0.74,0.03,0.12,0.01,0.11,0,2.04,0.4,0.24,0.04,0.58,48.870000000000005,24.77,20.330000000000002,0.58,0.03,0.12,0.01
Spanish_Fork_Lower,10349108,0,0,1.3,0.15,0.04,0,0.01,53.34,25.3,17.79,1.24,0.02,0.1,0.01,0,0,1.29,0.15,0.05,0.01,0.01,52.74,25.22,17.77,1.94,0.02,0.09,0.02,0,0,1.29,0.16,0.05,0.01,0.01,52.6,25.200000000000003,18.17,1.69,0.02,0.09,0.01,0,0,1.29,0.16,0.05,0.01,0.01,52.72,25.21,18.72,1.01,0.02,0.09,0.02,0,0,1.3,0.16,0.06,0.01,0.01,52.59,25.02,18.650000000000002,1.3900000000000001,0.02,0.09,0.01,0,0,1.3,0.16,0.06,0.01,0.01,52.02,24.66,17.39,3.61,0.02,0.09,0.01,0,0,1.29,0.16,0.06,0.01,0.01,51.72,24.71,17.53,3.63,0.02,0.09,0.01,0,0,1.29,0.16,0.07,0.01,0.01,39.01,16.29,16.88,25.55,0.02,0.09,0.01
Spanish_Fork_Upper,10349244,0,0,1.27,0.16,0.04,0.01,0,48.480000000000004,28.48,19.54,1.3800000000000001,0.01,0.05,0.01,0,0,1.27,0.16,0.05,0.01,0,48.45,28.48,19.580000000000002,1.3800000000000001,0.01,0.05,0.01,0,0,1.27,0.16,0.05,0.01,0,48.28,28.46,20.06,1.08,0.01,0.05,0.01,0,0,1.27,0.16,0.05,0.01,0,48.410000000000004,28.47,19.96,1.04,0.01,0.05,0.01,0,0,1.26,0.16,0.06,0.01,0,48.26,28.240000000000002,19.87,1.52,0.01,0.05,0.01,0,0,1.26,0.16,0.06,0.01,0,47.58,27.8,18.29,4.2,0.01,0.05,0.01,0,0,1.26,0.16,0.06,0.01,0,47.2,27.78,18.67,4.23,0.01,0.05,0.01,0,0,1.25,0.16,0.07,0.01,0,31.810000000000002,17.59,17.86,30.830000000000002,0.01,0.05,0.01
