Study_ID,Pair,Site,Sampling_Date,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Climate,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes,Area_watershed_km,DOC_mg_C_L,NO3_mg_N_L,DOC_uM_C,NO3_uM_N,Days_Between_Samples,Large_Gap_Flag,DOC_Interp,NO3_Interp,year,month,day
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,256.9509207,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.5991115462448997,NA,256.9509207,0,FALSE,NA,3.5991115462448997,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,331.0394852,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.6368700691964,NA,331.0394852,0,FALSE,NA,4.6368700691964,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,362.2360734,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.0738406801138005,NA,362.2360734,0,FALSE,NA,5.0738406801138005,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,369.3854286,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.1739816984002,NA,369.3854286,0,FALSE,NA,5.1739816984002,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,405.7806981,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.6837702382867,NA,405.7806981,0,FALSE,NA,5.6837702382867,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,390.8352253,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.4744290007771,NA,390.8352253,0,FALSE,NA,5.4744290007771,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,283.6080544,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.9724980179808003,NA,283.6080544,0,FALSE,NA,3.9724980179808003,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,428.5326753,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,6.0024571829271,NA,428.5326753,0,FALSE,NA,6.0024571829271,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,264.7646961,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.7085590982727,NA,264.7646961,0,FALSE,NA,3.7085590982727,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,376.5489793,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.2743215530551,NA,376.5489793,0,FALSE,NA,5.2743215530551,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,401.2492069,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.6202976410483,NA,401.2492069,0,FALSE,NA,5.6202976410483,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,397.3551298,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.5657533031085995,NA,397.3551298,0,FALSE,NA,5.5657533031085995,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-30,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,426.6045064,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.9754493211448,NA,426.6045064,0,FALSE,NA,5.9754493211448,2004,12,30
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-31,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,427.9149965,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.9938053559755,NA,427.9149965,1,FALSE,NA,5.9938053559755,2004,12,31
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-31,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,414.925045,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.811855105315001,NA,414.925045,0,FALSE,NA,5.811855105315001,2004,12,31
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-31,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,399.3383497,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.5935322642479,NA,399.3383497,0,FALSE,NA,5.5935322642479,2004,12,31
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-31,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,379.8523838,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.3205923398866,NA,379.8523838,0,FALSE,NA,5.3205923398866,2004,12,31
Coombs & Melack; 2013,Site_1,San Onofre,2004-12-31,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,0,Individual,NA,NA,NA,NA,363.6161562,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.0931714998933995,NA,363.6161562,0,FALSE,NA,5.0931714998933995,2004,12,31
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,290.2162482,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.0650589885374,NA,290.2162482,1,FALSE,NA,4.0650589885374,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,287.6198505,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.0286912459535,NA,287.6198505,0,FALSE,NA,4.0286912459535,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,273.3242563,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.8284528579941,NA,273.3242563,0,FALSE,NA,3.8284528579941,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,146.6038485,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,2.0534801059395,NA,146.6038485,0,FALSE,NA,2.0534801059395,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,102.4162702,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,1.4345446966914,NA,102.4162702,0,FALSE,NA,1.4345446966914,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,75.12622339,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,1.05229301102373,NA,75.12622339,0,FALSE,NA,1.05229301102373,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,119.9654114,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,1.6803555174798,NA,119.9654114,0,FALSE,NA,1.6803555174798,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,147.9108763,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,2.0717876443341003,NA,147.9108763,0,FALSE,NA,2.0717876443341003,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,161.5586695,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,2.2629522836865004,NA,161.5586695,0,FALSE,NA,2.2629522836865004,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,261.6396014,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.6647858968098,NA,261.6396014,0,FALSE,NA,3.6647858968098,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,301.2804544,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.2200353247808,NA,301.2804544,0,FALSE,NA,4.2200353247808,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,365.6232661,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.121285088262701,NA,365.6232661,0,FALSE,NA,5.121285088262701,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,343.538479,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.811943475353,NA,343.538479,0,FALSE,NA,4.811943475353,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,331.19252,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.63901362764,NA,331.19252,0,FALSE,NA,4.63901362764,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,362.3894545,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.0759890891815,NA,362.3894545,0,FALSE,NA,5.0759890891815,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,363.0417565,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.0851258832955,NA,363.0417565,0,FALSE,NA,5.0851258832955,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-01,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,385.1466251,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.3947487777757,NA,385.1466251,0,FALSE,NA,5.3947487777757,2005,1,1
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,183.6912368,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,2.5729631538576,NA,183.6912368,1,FALSE,NA,2.5729631538576,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,314.9725654,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.4118207235578,NA,314.9725654,0,FALSE,NA,4.4118207235578,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,264.2862027,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.7018568412189,NA,264.2862027,0,FALSE,NA,3.7018568412189,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,184.3487323,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,2.5821726933261,NA,184.3487323,0,FALSE,NA,2.5821726933261,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,358.5209986,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.0218036273902,NA,358.5209986,0,FALSE,NA,5.0218036273902,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,302.6335311,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.2389878701177,NA,302.6335311,0,FALSE,NA,4.2389878701177,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,309.1361239,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.3300696874673,NA,309.1361239,0,FALSE,NA,4.3300696874673,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,235.054484,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.292408157388,NA,235.054484,0,FALSE,NA,3.292408157388,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,343.5859128,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.8126078805896,NA,343.5859128,0,FALSE,NA,4.8126078805896,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,351.3879163,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.9218905436141,NA,351.3879163,0,FALSE,NA,4.9218905436141,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,359.8463766,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.0403681970362,NA,359.8463766,0,FALSE,NA,5.0403681970362,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,229.2260059,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,3.2107686646413,NA,229.2260059,0,FALSE,NA,3.2107686646413,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,345.5608231,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,4.8402704491617,NA,345.5608231,0,FALSE,NA,4.8402704491617,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-02,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,367.6604982,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.1498205982874,NA,367.6604982,0,FALSE,NA,5.1498205982874,2005,1,2
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,391.0678936,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.4776879856552,NA,391.0678936,1,FALSE,NA,5.4776879856552,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,396.941382,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.559957937674,NA,396.941382,0,FALSE,NA,5.559957937674,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,387.8507011,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.4326247703077,NA,387.8507011,0,FALSE,NA,5.4326247703077,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,385.9090291,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.4054277706037,NA,385.9090291,0,FALSE,NA,5.4054277706037,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,385.2674603,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.3964413164220995,NA,385.2674603,0,FALSE,NA,5.3964413164220995,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,388.5237771,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.4420525458397,NA,388.5237771,0,FALSE,NA,5.4420525458397,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,391.123637,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.478468783458999,NA,391.123637,0,FALSE,NA,5.478468783458999,2005,1,3
Coombs & Melack; 2013,Site_1,San Onofre,2005-01-03,10.1002/hyp.9508,Control_Reference_vs_Impact,34.472966,-120.187279,526,ha,BSk,Burn,1,Individual,NA,NA,NA,NA,396.3247419,umol_L,NA,NA,Figure_5,Exact coordinates from Hampton et al. 2022. Data from figure 5 is extracted using the digitizer tool. ,5.26,NA,5.5513206597933005,NA,396.3247419,0,FALSE,NA,5.5513206597933005,2005,1,3
