Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,0.0634960942570269,0.12330123123185743,124,-0.8101052289220776,0.12330123123185745,124,1.226064001878385e-4,1.2260640018783855e-4
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,0.07154236880195668,1.6241205873805915,236,-1.640266520441604,1.6241205873805915,236,0.011176981704887616,0.011176981704887616
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,-0.4036728279971167,0.6983495560490598,141,-2.115481717240677,0.6983495560490597,141,0.0034588092371199922,0.003458809237119991
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,DOC,2017,-0.3765358900490775,0.0733368609692013,86,0.7732111205392903,0.4460011637470679,86,6.253831600948794e-5,0.002312988814694638
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,NO3,2017,2.809036020821759,0.8336878856988889,85,3.963215900077892,0.7122610076276988,85,0.008176888126600983,0.005968420505727352
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,DOC,2017,-0.04851057405232688,0.1879980029108431,52,0.30816436988640555,0.18799800291084315,52,6.796778672781801e-4,6.796778672781805e-4
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,NO3,2017,2.3840311527572897,0.7765286259403329,52,2.740706096696022,0.7765286259403328,52,0.011596090517399644,0.011596090517399639
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,DOC,2017,0.18993653527450577,0.2733266946857957,52,0.22183528235521652,0.2733266946857956,52,0.001436682346689657,0.0014366823466896565
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,NO3,2017,2.112654052418437,0.7697612748054063,52,2.144552799499148,0.7697612748054065,52,0.011394854234423928,0.011394854234423933
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1970,0.18837544879323387,0.3888493173891337,59,1.6036573467863768,0.3888493173891337,59,0.0025627761293897495,0.0025627761293897495
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,1.1765281902437335,1.323745645221181,241,2.591810088236876,1.323745645221181,241,0.007270964868224237,0.007270964868224237
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1972,0.6112709184610478,1.3095303867889225,124,2.026552816454191,1.3095303867889223,124,0.013829595434867299,0.013829595434867293
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2016,0.06724077620916645,0.39645074785841217,46,-3.588068636260303,0.39645074785841217,46,0.0034168085973368327,0.0034168085973368327
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2017,0.21782532280406663,0.3409113031402527,83,-3.4374840896654026,0.34091130314025275,83,0.0014002471880576537,0.0014002471880576544
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,NO3,2016,1.0654343501501038,0.4289639671523293,17,-2.589875062319366,0.42896396715232926,17,0.010824122653827333,0.010824122653827331
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,NO3,2017,1.1428787182729878,0.5162876246616855,82,-2.5124306941964814,0.5162876246616855,82,0.00325064526071714,0.00325064526071714
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2016,-0.11826825170284641,0.30593243305341206,46,-3.069091464084991,0.30593243305341206,46,0.002034666382477836,0.002034666382477836
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2017,0.0755102503897204,0.35978102493866704,83,-2.875312961992424,0.359781024938667,83,0.0015595468181435874,0.001559546818143587
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,NO3,2016,1.342150927819966,0.2150550409235441,17,-1.6086722845621786,0.21505504092354408,17,0.002720510036860425,0.0027205100368604246
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,NO3,2017,1.1077011200466436,0.5288043914555649,82,-1.843122092335501,0.528804391455565,82,0.003410171761252321,0.0034101717612523225
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,0.02423137593176489,0.0744463867793017,152,-0.4188594718953149,0.0744463867793017,152,3.646226647693017e-5,3.646226647693017e-5
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,0.10929191974859111,0.1270449934626906,152,-0.5984859294412769,0.12704499346269058,152,1.0618704186799406e-4,1.0618704186799402e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2012,0.07278982952899715,0.10632993423307421,83,-0.6349880196608708,0.10632993423307412,83,1.3621752908445648e-4,1.3621752908445623e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2013,0.21886121268497105,0.10135341005498513,61,-0.4889166365048968,0.10135341005498516,61,1.6840186442252395e-4,1.6840186442252406e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,NO3,2012,-0.31845373111853426,NA,1,-1.0262315803084023,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,NO3,2013,2.159484249353372,NA,1,1.4517064001635045,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2012,0.04411273617214902,0.08231703116586928,83,-0.3989781116549308,0.08231703116586925,83,8.163968216822522e-5,8.163968216822517e-5
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2013,0.12448403651763092,0.062451598666632246,61,-0.3186068113094489,0.062451598666632246,61,6.39377405904607e-5,6.39377405904607e-5
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,NO3,2012,0,NA,1,-0.4430908478270799,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,NO3,2013,1.1627565666335957,0.15525882594139367,61,0.7196657188065159,0.15525882594139365,61,3.9516890217540946e-4,3.9516890217540935e-4
