Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,month,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,4,0.30476495378637664,0.005119030323215762,2,-0.5688363693927279,0.005119030323215762,2,1.3102235725001236e-5,1.3102235725001236e-5
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,9,0,0,20,-0.8904778008416754,0,20,0,0
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,3,0.2633105231092792,0.24861201477821393,10,-0.6271672777323963,0.24861201477821393,10,0.006180793389208286,0.006180793389208286
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,4,1.834585709026408,0.5580941181313839,30,0.9441079081847326,0.5580941181313839,30,0.01038230148976157,0.01038230148976157
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,5,2.61837917746434,0.44011903517161693,31,1.7279013766226645,0.4401190351716169,31,0.006248540810335322,0.006248540810335321
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,6,0.6535411424411924,0.9778587329308277,30,-0.23693665840048286,0.9778587329308275,30,0.031873590052302794,0.03187359005230278
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,7,0.8260533986085584,1.0739117708804833,31,-0.06442440223311707,1.0739117708804833,31,0.037202790052763085,0.037202790052763085
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,8,0.2818868841533379,1.686017118112785,31,-0.6085909166883378,1.6860171181127854,31,0.09169850717965615,0.0916985071796562
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,9,2.548081582834791,0.1705904665983634,30,1.6576037819931153,0.17059046659836344,30,9.700369098082448e-4,9.700369098082451e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,10,2.386344036450766,0.39041230770079244,31,1.4958662356090908,0.39041230770079244,31,0.004916831290459943,0.004916831290459943
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,11,1.3098109224780505,0.10366000055923717,30,0.419333121636375,0.10366000055923716,30,3.58179857198035e-4,3.581798571980349e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,12,1.5623456945166259,0.052010384274300756,16,0.6718678936749504,0.05201038427430076,16,1.6906750452252696e-4,1.69067504522527e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,4,1.439367596106412,0.10450666301438453,19,0.5488897952647367,0.10450666301438456,19,5.748232954948489e-4,5.748232954948491e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,5,1.3448292033088112,0.7650465683968733,31,0.4543514024671356,0.7650465683968733,31,0.018880524252123606,0.018880524252123606
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,6,1.5100950694842246,0.9408043274991708,30,0.6196172686425491,0.9408043274991708,30,0.029503759421372233,0.029503759421372233
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,7,-0.4078645526226093,0.36963130471876254,31,-1.2983423534642848,0.36963130471876254,31,0.004407332304132087,0.004407332304132087
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,8,0.04670942989119046,0.9498214863591237,31,-0.8437683709504851,0.9498214863591237,31,0.029101963095143707,0.029101963095143707
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,9,-0.4048351395841422,0.2222542849339225,30,-1.2953129404258177,0.22225428493392246,30,0.0016465655723829735,0.001646565572382973
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,10,0,NA,1,-0.8904778008416754,NA,1,NA,NA
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,4,2.189676346558281,0.1265363480344269,20,1.2991985457166058,0.12653634803442693,20,8.005723686944806e-4,8.005723686944809e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,5,2.2965370518903923,0.2505984688843105,31,1.4060592510487167,0.2505984688843105,31,0.0020257933099084107,0.0020257933099084107
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,6,0.8448142626998607,0.9006945751996921,30,-0.04566353814181481,0.9006945751996921,30,0.02704169059313846,0.02704169059313846
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,7,2.218048535189949,0.5962861867146467,31,1.3275707343482732,0.5962861867146467,31,0.011469587627957889,0.011469587627957889
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,8,-0.5163341260285347,0.6277235166616834,31,-1.4068119268702102,0.6277235166616834,31,0.012710864947422924,0.012710864947422924
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,9,-0.22133619626542417,0.24182926930597087,30,-1.1118139971070997,0.2418292693059709,30,0.0019493798497686595,0.00194937984976866
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,10,-0.7768239352069211,0.13336844632867528,31,-1.6673017360485964,0.13336844632867526,31,5.737787895524109e-4,5.737787895524107e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,11,-0.7013560161243191,0.008265214498760791,3,-1.5918338169659947,0.008265214498760902,3,2.2771256903508533e-5,2.2771256903509143e-5
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,5,0.7479132661843934,0.30131285092194643,23,1.2660515367966705,0.3013128509219464,23,0.003947366701335266,0.003947366701335264
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,6,1.2776828908176696,0.3725545701517022,30,1.7958211614299469,0.3725545701517021,30,0.004626563591363986,0.004626563591363985
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,7,1.2418593045893875,0.3918162731457271,31,1.7599975752016648,0.39181627314572703,31,0.004952257803284097,0.004952257803284096
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,8,1.2408035210794277,0.42771846785719003,31,1.758941791691705,0.42771846785719003,31,0.005901389927293616,0.005901389927293616
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,9,1.3779879998084947,0.18038536438659478,30,1.896126270420772,0.1803853643865948,30,0.0010846293228294857,0.0010846293228294862
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,10,1.2146414987886394,0.24189429077262795,31,1.7327797694009166,0.24189429077262797,31,0.0018875112228513768,0.0018875112228513772
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,11,0.30317749737019334,0.23856009314019755,30,0.8213157679824705,0.23856009314019758,30,0.0018970306013019911,0.0018970306013019913
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,12,-0.036916672972614105,0.11893735846969222,31,0.48122159763966316,0.1189373584696922,31,4.56325652895099e-4,4.5632565289509876e-4
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1979,1,0.1685146663240515,0.007522350820125295,2,0.6866529369363286,0.0075223508201251186,2,2.8292880930519845e-5,2.829288093051852e-5
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1979,2,0.4680241189657808,0.17448074023491056,16,0.9861623895780579,0.17448074023491056,16,0.001902720544557646,0.001902720544557646
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1979,3,0.40576057256086334,0.049118800557853975,23,0.9238988431731405,0.049118800557853955,23,1.0489811166270591e-4,1.0489811166270583e-4
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,1,1.7330373374261443,0.04600973141988472,17,0.8381646884591242,0.04600973141988475,17,1.2452325796058396e-4,1.2452325796058413e-4
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,2,2.0108720319440883,0.11454776144631723,29,1.1159993829770682,0.11454776144631729,29,4.5245481559870346e-4,4.524548155987039e-4
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,3,1.6444908791833468,0.3515607383511821,31,0.7496182302163268,0.3515607383511822,31,0.003986933959678333,0.003986933959678335
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,4,-0.5049525065507,0.5585569938404645,30,-1.3998251555177201,0.5585569938404645,30,0.01039953051226989,0.01039953051226989
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,5,-0.4546843626861688,0.3525139310977488,23,-1.349557011653189,0.35251393109774876,23,0.005402872679042974,0.005402872679042972
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,12,1.38338612627272,0.035749116447769826,2,0.48851347730569994,0.03574911644776987,2,6.389996633981035e-4,6.38999663398105e-4
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2009,1,-0.12581850693702684,1.0843855934293098,31,-1.0206911559040468,1.0843855934293098,31,0.03793200371732376,0.03793200371732376
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2009,2,-0.17848788805130777,0.12435167346641497,4,-1.0733605370183277,0.12435167346641489,4,0.0038658346734744735,0.0038658346734744683
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2009,3,0.1759217444225381,0.12285599531098251,11,-0.718950904544482,0.12285599531098255,11,0.0013721450530774688,0.0013721450530774697
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2009,4,-0.3074601980726263,0.14753475815782865,30,-1.2023328470396464,0.14753475815782865,30,7.255501621562996e-4,7.255501621562996e-4
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2009,5,0.026921906011246464,0.34526211664837186,10,-0.8679507429557736,0.34526211664837186,10,0.011920592919251394,0.011920592919251394
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,1,1.9564475698806196,0.1702948412216395,17,0.8276463639228271,0.17029484122163946,17,0.0017059019380413767,0.001705901938041376
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,2,1.496095174288311,0.09101333650415706,29,0.36729396833051864,0.09101333650415705,29,2.856354283316872e-4,2.8563542833168713e-4
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,3,1.2942695312157888,0.314587169328518,31,0.1654683252579964,0.314587169328518,31,0.0031924221647138596,0.0031924221647138596
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,4,-1.1877373606620913,1.0463969037341805,30,-2.316538566619884,1.0463969037341805,30,0.03649821600481599,0.03649821600481599
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,5,-1.8494263110477447,0.4797890290793086,31,-2.9782275170055375,0.4797890290793086,31,0.00742572620725373,0.00742572620725373
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,6,-0.22558206269587716,0.237311225378711,30,-1.3543832686536696,0.23731122537871102,30,0.0018772205896915122,0.0018772205896915126
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,7,0.5538137239414893,0.3924172467111848,31,-0.5749874820163031,0.3924172467111848,31,0.004967461145689899,0.004967461145689899
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,8,-0.3259034681577667,0.3149827119406808,31,-1.4547046741155591,0.3149827119406807,31,0.0032004551232743834,0.0032004551232743825
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,9,0.26340223095465337,0.4667788554345122,3,-0.8653989750031391,0.4667788554345122,3,0.07262749996025107,0.07262749996025107
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,12,-0.026077000390510204,0.011030069254081261,4,-1.1548782063483027,0.011030069254081199,4,3.0415606937457188e-5,3.0415606937456842e-5
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,1,-0.18398503421274767,0.22242804243130937,31,-1.3127862401705401,0.22242804243130937,31,0.0015959430341878826,0.0015959430341878826
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,2,-1.1124623744282434,0.11633108766979039,4,-2.2412635803860357,0.11633108766979035,4,0.003383230489609114,0.003383230489609112
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,3,-0.4657865705642592,0.09655532246656655,11,-1.5945877765220517,0.09655532246656652,11,8.475391178747863e-4,8.475391178747859e-4
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,4,-1.0595935284842959,0.560645438288249,30,-2.188394734442088,0.560645438288249,30,0.010477443582447427,0.010477443582447427
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,5,-2.1670515004528,0.2564198752252304,31,-3.2958527064105922,0.25641987522523035,31,0.0021210049164684754,0.0021210049164684746
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,6,-2.6202898401005204,0.9884080213214409,30,-3.749091046058313,0.9884080213214409,30,0.032565013887085534,0.032565013887085534
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,7,-1.6456445387341496,0.036299326771377594,13,-2.774445744691942,0.03629932677137756,13,1.0135700954271154e-4,1.0135700954271135e-4
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,1,0.7738676457897381,0.3396138253391909,17,-0.9379412434538227,0.3396138253391909,17,0.006784561785971674,0.006784561785971674
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,2,1.347413315344266,0.10302347794217699,29,-0.36439557389929467,0.10302347794217703,29,3.6599437956214584e-4,3.659943795621461e-4
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,3,-0.09940526083598067,0.4815379454379364,31,-1.8112141500795413,0.4815379454379364,31,0.00747996106118029,0.00747996106118029
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,4,-2.1170367222990545,0.829429650645879,30,-3.828845611542615,0.8294296506458789,30,0.02293178484568483,0.022931784845684824
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,5,-2.295504339576891,1.0847994470580244,30,-4.007313228820451,1.0847994470580247,30,0.039226328011246515,0.03922632801124653
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,6,-0.054825709808996384,0.9639335812293235,30,-1.7666345990525574,0.9639335812293237,30,0.030972264967386295,0.030972264967386306
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,7,1.7957494520175301,0.4257330615880658,31,0.08394056277396941,0.42573306158806573,31,0.005846730313843478,0.005846730313843476
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,8,1.3758739370704702,0.5050655222576178,31,-0.3359349521730905,0.5050655222576179,31,0.008228747799140653,0.008228747799140656
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,9,-0.08199525826927458,0.13001579414332065,3,-1.7938041475128352,0.13001579414332065,3,0.005634702242239445,0.005634702242239445
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2008,12,0.9203724658489976,0.07147449023531105,4,-0.7914364233945632,0.07147449023531097,4,0.0012771506885993938,0.0012771506885993907
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,1,0.24132240461926271,0.33348787067830166,31,-1.470486484624298,0.33348787067830166,31,0.003587553544824118,0.003587553544824118
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,2,-0.29925459760876244,0.028271253323732412,4,-2.011063486852323,0.028271253323732433,4,1.9981594112366275e-4,1.9981594112366302e-4
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,3,-0.7611455813430371,0.04368741545121146,11,-2.472954470586598,0.04368741545121148,11,1.7350820625515906e-4,1.735082062551592e-4
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,4,-1.0246871529567356,0.08989371062053049,30,-2.7364960422002964,0.08989371062053053,30,2.693626403042559e-4,2.693626403042561e-4
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,5,-0.9464751190460382,0.028803132286653377,31,-2.658284008289599,0.028803132286653377,31,2.6761949339434006e-5,2.6761949339434006e-5
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,6,0.08748089663722643,0.7848564105005263,30,-1.624327992606334,0.7848564105005263,30,0.020533319503459026,0.020533319503459026
Oliver et al. 2012,Oliver_et_al_2012_C3,Site_3,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C3 | Site_3 | Control_1_2_3,NO3,2009,7,0.6569182186075837,0.05805595843563022,4,-1.0548906706359769,0.05805595843563022,4,8.426235774699058e-4,8.426235774699058e-4
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,DOC,2017,6,-0.38720998916432436,0.021597473672027672,16,0.38574318466398055,0.021597473672027717,16,2.9153179313370528e-5,2.915317931337065e-5
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,DOC,2017,7,-0.3807001568788357,0.07127226568523856,56,0.8443215152944108,0.4516450888023114,56,9.070956885548632e-5,0.00364255868284371
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,DOC,2017,8,-0.34767985231261994,0.10965729034439636,14,0.9315900396620196,0.4511028722894071,14,8.589086661196603e-4,0.014535271527696653
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,NO3,2017,6,2.9635598977706827,0.20647306639598142,16,3.7365130715989876,0.2064730663959814,16,0.0026644454466849595,0.002664445446684959
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,NO3,2017,7,2.906757392529036,0.8870298391720097,56,4.1317790647022825,0.7822200758439731,56,0.014050391706812883,0.010926218697381269
Rhea et al. 2021,Rhea_et_al_2021_C1,Site_1,Control_1,Rhea et al. 2021 | Rhea_et_al_2021_C1 | Site_1 | Control_1,NO3,2017,8,2.1978991864532733,0.8512808332865682,13,3.516116518285323,0.5252114452690895,13,0.055744542855467226,0.021219004787818907
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,DOC,2017,6,-0.28157280875845925,0.11413348817433404,6,0.07510213518027324,0.114133488174334,6,0.0021710755204734744,0.002171075520473473
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,DOC,2017,7,0.08133331167539751,0.11700956325525318,31,0.43800825561413,0.11700956325525319,31,4.416528352640353e-4,4.416528352640354e-4
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,DOC,2017,8,-0.22362971067383763,0.03594153534524002,15,0.13304523326489476,0.03594153534524001,15,8.611959753154251e-5,8.611959753154244e-5
