Study_ID,Comparison_ID,Sampling_Date,response_var,Pair_Burn,Site_Burn,concentration_Burn,Area_watershed_km_Burn,Pair_Unburn,Site_Unburn,concentration_Unburn,Area_watershed_km_Unburn,pair_key,lnRR,conc_norm_Burn,conc_norm_Unburn,lnRR_area
Burd et al 2018,Burd_et_al_2018_C1,2016-04-29,DOC,Site_1,Notawohka Creek,17.8042328,321,Control_1,Scotty Creek,13.17460317,134,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,0.3011452527317312,0.055464899688473526,0.0983179341044776,-0.5724560704473732
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-10,DOC,Site_1,Coal,1.8880434785,96.4,Control_1,Pinchot,1.397826087,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.30062286153909107,0.01958551326244813,0.02955234856236787,-0.41137304457952173
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-10,NO3,Site_1,Coal,0.1864728773152875,96.4,Control_1,Pinchot,0.016200358473035,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.443252428604429,0.0019343659472540195,3.4250229329883727e-4,1.7312565224858163
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-11,DOC,Site_1,Coal,1.884782609,96.4,Control_1,Pinchot,1.354347826,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.3304924582187706,0.019551686815352694,0.02863314642706131,-0.38150344789984236
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-11,NO3,Site_1,Coal,0.18832916840679495,96.4,Control_1,Pinchot,0.01980043815881,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.252487260891143,0.001953622078908661,4.186139145625793e-4,1.5404913547725299
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-12,DOC,Site_1,Coal,1.8815217395,96.4,Control_1,Pinchot,1.310869565,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.3613901782513342,0.01951786036825726,0.027713944291754757,-0.3506057278672785
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-12,NO3,Site_1,Coal,0.18697913851521664,96.4,Control_1,Pinchot,0.023400517844585,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.0782388996600316,0.0019396176194524546,4.947255358263214e-4,1.366242993541419
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-13,DOC,Site_1,Coal,1.87826087,96.4,Control_1,Pinchot,1.1956521736666668,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.45165449101508104,0.019484033921161825,0.025278058639887246,-0.2603414151035316
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-13,NO3,Site_1,Coal,0.18562910862363832,96.4,Control_1,Pinchot,0.02700059753035999,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.9278916467978877,0.001925613159996248,5.708371570900632e-4,1.2158957406792752
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-14,DOC,Site_1,Coal,1.8173913046666668,96.4,Control_1,Pinchot,1.0804347823333331,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5200385874183743,0.018852606894882433,0.02284217298801973,-0.1919573187002386
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-14,NO3,Site_1,Coal,0.18427907873206,96.4,Control_1,Pinchot,0.02700059753035999,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.9205923442583255,0.0019116087005400415,5.708371570900632e-4,1.2085964381397127
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-15,DOC,Site_1,Coal,1.7565217393333332,96.4,Control_1,Pinchot,0.965217391,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5987374965196974,0.01822117986860304,0.020406287336152223,-0.11325840959891544
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-15,NO3,Site_1,Coal,0.18292904884048164,96.4,Control_1,Pinchot,0.02700059753035999,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.91323936989426,0.0018976042410838343,5.708371570900632e-4,1.2012434637756473
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-16,DOC,Site_1,Coal,1.695652174,96.4,Control_1,Pinchot,0.9619565215,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5668534555355228,0.01758975284232365,0.020337347177589855,-0.14514245058309008
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-16,NO3,Site_1,Coal,0.18157901894890333,96.4,Control_1,Pinchot,0.02700059753035999,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.9058319285567176,0.0018835997816276278,5.708371570900632e-4,1.193836022438105
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-17,DOC,Site_1,Coal,1.6304347825,96.4,Control_1,Pinchot,0.958695652,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5310283311982494,0.01691322388485477,0.020268407019027483,-0.18096757492036328
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-17,NO3,Site_1,Coal,0.18022898905732496,96.4,Control_1,Pinchot,0.02700059753035999,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.898369207294553,0.0018695953221714206,5.708371570900632e-4,1.1863733011759403
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-18,DOC,Site_1,Coal,1.565217391,96.4,Control_1,Pinchot,1.04347826075,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.4054651080283034,0.01623669492738589,0.022060851178646933,-0.3065307980903094
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-18,NO3,Site_1,Coal,0.17730392431733916,96.4,Control_1,Pinchot,0.02396303033078499,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.0013531067810746,0.0018392523269433522,5.066179773950316e-4,1.2893572006624614
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-19,DOC,Site_1,Coal,1.5999999996666667,96.4,Control_1,Pinchot,1.1282608695,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.3493262354124578,0.01659751036998617,0.023853295338266387,-0.3626696707061549
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-19,NO3,Site_1,Coal,0.17437885957735333,96.4,Control_1,Pinchot,0.02092546313121,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.120263537063747,0.0018089093317152833,4.423987977e-4,1.408267630945134
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-20,DOC,Site_1,Coal,1.6347826083333334,96.4,Control_1,Pinchot,1.21304347825,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.29837736135585835,0.016958325812586446,0.025645739497885834,-0.41361854476275434
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-20,NO3,Site_1,Coal,0.1714537948373675,96.4,Control_1,Pinchot,0.017887895931635,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.260189533268127,0.0017785663364872147,3.781796180049683e-4,1.5481936271495145
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-21,DOC,Site_1,Coal,1.6695652170000002,96.4,Control_1,Pinchot,1.297826087,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.2518726194871944,0.017319141255186722,0.027438183657505288,-0.4601232866314185
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-21,NO3,Site_1,Coal,0.16852873009738165,96.4,Control_1,Pinchot,0.01485032873206,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.4290842384443074,0.0017482233412591456,3.139604383099366e-4,1.717088332325695
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-22,DOC,Site_1,Coal,1.7043478256666666,96.4,Control_1,Pinchot,1.38260869575,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.20921045669293234,0.017679956697787,0.029230627817124735,-0.5027854494256803
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-22,NO3,Site_1,Coal,0.16560366535739582,96.4,Control_1,Pinchot,0.016200358608578,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.3245639971816012,0.0017178803460310768,3.425022961644397e-4,1.6125680910629885
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-23,DOC,Site_1,Coal,1.7391304343333334,96.4,Control_1,Pinchot,1.4673913045,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.16989903643336052,0.018040772140387275,0.03102307197674419,-0.5420968696852523
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-23,NO3,Site_1,Coal,0.16267860061741,96.4,Control_1,Pinchot,0.017550388485096,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.226700393375503,0.0016875373508030082,3.7104415401894295e-4,1.5147044872568904
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-24,DOC,Site_1,Coal,1.773913043,96.4,Control_1,Pinchot,1.55217391325,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.13353139222186147,0.01840158758298755,0.03281551613636364,-0.5784645138967512
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-24,NO3,Site_1,Coal,0.16470364541712665,96.4,Control_1,Pinchot,0.018900418361614,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.164963713263093,0.0017085440395967493,3.9958601187344613e-4,1.4529678071444798
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-25,DOC,Site_1,Coal,1.74673913,96.4,Control_1,Pinchot,1.636956522,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.06491195696940014,0.018119700518672198,0.034607960295983085,-0.6470839491492126
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-25,NO3,Site_1,Coal,0.16672869021684333,96.4,Control_1,Pinchot,0.020250448238132,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.1081909533037795,0.001729550728390491,4.281278697279493e-4,1.3961950471851667
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-26,DOC,Site_1,Coal,1.719565217,96.4,Control_1,Pinchot,2.10652173925,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.20296664440743206,0.017837813454356845,0.04453534332452432,-0.9149625505260449
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-26,NO3,Site_1,Coal,0.16875373501656,96.4,Control_1,Pinchot,0.02160047811465,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,2.0557250135565197,0.0017505574171842323,4.566697275824525e-4,1.343729107437907
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-27,DOC,Site_1,Coal,1.692391304,96.4,Control_1,Pinchot,2.5760869565,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.42012906249226323,0.01755592639004149,0.054462726353065545,-1.132124968610876
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-27,NO3,Site_1,Coal,0.16436613790658125,96.4,Control_1,Pinchot,0.024975552805945,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.8841990289404842,0.001705042924342129,5.280243722187104e-4,1.1722031228218714
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-28,DOC,Site_1,Coal,1.665217391,96.4,Control_1,Pinchot,3.04565217375,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.60375937672565,0.017274039325726142,0.06439010938160677,-1.3157552828442627
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-28,NO3,Site_1,Coal,0.1599785407966025,96.4,Control_1,Pinchot,0.0300381648428875,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.6725709516376788,0.001659528431500026,6.350563391730972e-4,0.960575045519066
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-29,DOC,Site_1,Coal,1.638043478,96.4,Control_1,Pinchot,3.515217391,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.7635988415832334,0.016992152261410785,0.074317492410148,-1.4755947477018463
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-29,NO3,Site_1,Coal,0.15559094368662374,96.4,Control_1,Pinchot,0.03510077687983,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.4890071439669617,0.0016140139386579225,7.420883061274842e-4,0.7770112378483489
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-30,DOC,Site_1,Coal,1.610869565,96.4,Control_1,Pinchot,3.0613043476,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.6420669468500456,0.016710265197095436,0.06472102214799155,-1.3540628529686585
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-04-30,NO3,Site_1,Coal,0.151203346576645,96.4,Control_1,Pinchot,0.03420075697721166,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.486377819283703,0.0015684994458158195,7.230604012095489e-4,0.7743819131650903
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-01,DOC,Site_1,Coal,1.5678260868,96.4,Control_1,Pinchot,2.6073913042,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.5086602194483858,0.01626375608713693,0.0551245518858351,-1.2206561255669985
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-01,NO3,Site_1,Coal,0.144903207183015,96.4,Control_1,Pinchot,0.03330073707459333,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.4704864517362994,0.0015031453027283712,7.040324962916138e-4,0.7584905456176865
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-02,DOC,Site_1,Coal,1.5247826086,96.4,Control_1,Pinchot,2.1534782608,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.3452324824784876,0.01581724697717842,0.04552808162367865,-1.0572283885971003
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-02,NO3,Site_1,Coal,0.138603067789385,96.4,Control_1,Pinchot,0.032400717171975,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.4534336631425842,0.0014377911596409232,6.850045913736787e-4,0.7414377570239714
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-03,DOC,Site_1,Coal,1.4817391304,96.4,Control_1,Pinchot,1.6995652174,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,-0.13715597787233894,0.015370737867219916,0.0359316113615222,-0.8491518839909518
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-03,NO3,Site_1,Coal,0.132302928395755,96.4,Control_1,Pinchot,0.030375672221655,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.47145217321666,0.001372437016553475,6.421918017263214e-4,0.7594562670980473
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-04,DOC,Site_1,Coal,1.4386956521999998,96.4,Control_1,Pinchot,1.245652174,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.14407767872109647,0.014924228757261408,0.02633514109936575,-0.5679182273975163
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-04,NO3,Site_1,Coal,0.1276622006387481,96.4,Control_1,Pinchot,0.02936314985944749,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.4696472359258126,0.001324296687123943,6.207854092906447e-4,0.7576513298071996
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-05,DOC,Site_1,Coal,1.395652174,96.4,Control_1,Pinchot,1.156521739166667,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.18794481437929356,0.014477719647302904,0.02445077672656801,-0.5240510917393192
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-05,NO3,Site_1,Coal,0.12302147288174126,96.4,Control_1,Pinchot,0.02835062749724,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.467709752539817,0.0012761563576944113,5.993790168549683e-4,0.7557138464212042
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-06,DOC,Site_1,Coal,1.3526086958,96.4,Control_1,Pinchot,1.0673913043333334,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.23681745679188348,0.014031210537344399,0.022566412353770264,-0.47517844932672937
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-06,NO3,Site_1,Coal,0.11838074512473436,96.4,Control_1,Pinchot,0.0273381051350325,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.4656245621191297,0.0012280160282648791,5.779726244192918e-4,0.753628656000517
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-07,DOC,Site_1,Coal,1.3095652176,96.4,Control_1,Pinchot,0.9782608695,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.2916740939473477,0.013584701427385892,0.020682047980972517,-0.42032181217126513
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-07,NO3,Site_1,Coal,0.1137400173677275,96.4,Control_1,Pinchot,0.026325582772825,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.4633740991811957,0.0011798756988353474,5.565662319836152e-4,0.7513781930625828
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-08,DOC,Site_1,Coal,1.2665217394,96.4,Control_1,Pinchot,0.8891304346666666,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.35378568882577077,0.013138192317427385,0.01879768360817477,-0.3582102172928418
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-08,NO3,Site_1,Coal,0.11158840726332218,96.4,Control_1,Pinchot,0.03026316991266916,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.3048857082376482,0.001157556091943176,6.398133173925826e-4,0.5928898021190355
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-09,DOC,Site_1,Coal,1.2234782612,96.4,Control_1,Pinchot,0.7999999998333334,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.4248413875497145,0.012691683207468878,0.016913319235377026,-0.2871545185688982
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-09,NO3,Site_1,Coal,0.10943679715891688,96.4,Control_1,Pinchot,0.03420075705251333,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.163099407857757,0.001135236485051005,7.230604028015504e-4,0.4511035017391441
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-10,DOC,Site_1,Coal,1.180434783,96.4,Control_1,Pinchot,0.710869565,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5071491496739841,0.012245174097510372,0.015028954862579281,-0.20484675644462857
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-10,NO3,Site_1,Coal,0.10728518705451157,96.4,Control_1,Pinchot,0.03813834419235749,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,1.0342704031339272,0.0011129168781588337,8.063074882105178e-4,0.3222744970153144
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-11,DOC,Site_1,Coal,1.1683229817142855,96.4,Control_1,Pinchot,0.7619565214999999,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.42743515494256884,0.012119533005334911,0.016109017367864693,-0.28456075117604396
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-11,NO3,Site_1,Coal,0.10513357695010624,96.4,Control_1,Pinchot,0.04207593133220166,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.9157558281941383,0.0010905972712666621,8.895545736194854e-4,0.20375992207552548
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-12,DOC,Site_1,Coal,1.1562111804285713,96.4,Control_1,Pinchot,0.813043478,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.35211912798695577,0.011993891913159452,0.017189079873150107,-0.3598767781316571
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-12,NO3,Site_1,Coal,0.10298196684570092,96.4,Control_1,Pinchot,0.04601351847204583,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.8056186605915765,0.0010682776643744908,9.728016590284531e-4,0.09362275447296381
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-13,DOC,Site_1,Coal,1.144099379142857,96.4,Control_1,Pinchot,0.8641304345,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.2806493147805545,0.011868250820983995,0.01826914237843552,-0.43134659133805825
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-13,NO3,Site_1,Coal,0.10083035674129562,96.4,Control_1,Pinchot,0.04995110561189,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.7023948292242568,0.0010459580574823197,0.0010560487444374207,-0.009601076894355923
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-14,DOC,Site_1,Coal,1.1319875778571429,96.4,Control_1,Pinchot,0.915217391,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.21256866222964935,0.011742609728808535,0.01934920488372093,-0.4994272438889635
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-14,NO3,Site_1,Coal,0.0986787466368903,96.4,Control_1,Pinchot,0.05054174369416187,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.6690699876579745,0.0010236384505901482,0.001068535807487566,-0.04292591846063842
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-15,DOC,Site_1,Coal,1.119875776571429,96.4,Control_1,Pinchot,0.9663043475,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.14749420024674478,0.01161696863663308,0.020429267389006345,-0.564501705871868
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-15,NO3,Site_1,Coal,0.096527136532485,96.4,Control_1,Pinchot,0.05113238177643375,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.6354061856387133,0.001001318843697977,0.0010810228705377114,-0.0765897204798994
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-16,DOC,Site_1,Coal,1.1077639752857142,96.4,Control_1,Pinchot,1.017391304,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.08510174084555788,0.011491327544457615,0.021509329894291756,-0.6268941652730551
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-16,NO3,Site_1,Coal,0.09373064604816572,96.4,Control_1,Pinchot,0.05172301985870562,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5945222605803345,9.72309606308773e-4,0.0010935099335878569,-0.11747364553827837
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-17,DOC,Site_1,Coal,1.095652174,96.4,Control_1,Pinchot,0.9554347823333332,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.13693855131370844,0.011365686452282158,0.020199466856941507,-0.5750573548049043
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-17,NO3,Site_1,Coal,0.09093415556384642,96.4,Control_1,Pinchot,0.0523136579409775,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5528781963075622,9.433003689195686e-4,0.001105996996638002,-0.15911770981105056
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-18,DOC,Site_1,Coal,1.1347826088333337,96.4,Control_1,Pinchot,0.8934782606666667,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.23907437373482102,0.011771603826071926,0.018889603819591264,-0.4729215323837918
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-18,NO3,Site_1,Coal,0.08813766507952714,96.4,Control_1,Pinchot,0.05290429602324938,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5104154221843529,9.142911315303644e-4,0.0011184840596881475,-0.2015804839342599
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-19,DOC,Site_1,Coal,1.1739130436666667,96.4,Control_1,Pinchot,0.831521739,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.3448404866090861,0.012177521199861686,0.017579740782241015,-0.3671554195095266
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-19,NO3,Site_1,Coal,0.08534117459520785,96.4,Control_1,Pinchot,0.05349493410552125,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.46707008157524593,8.852818941411602e-4,0.001130971122738293,-0.2449258245433668
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-20,DOC,Site_1,Coal,1.2130434785,96.4,Control_1,Pinchot,0.7695652173333334,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.4550620495199985,0.012583438573651452,0.01626987774489077,-0.25693385659861406
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-20,NO3,Site_1,Coal,0.08254468411088857,96.4,Control_1,Pinchot,0.05408557218779313,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.4227723098572197,8.56272656751956e-4,0.0011434581857884382,-0.289223596261393
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-21,DOC,Site_1,Coal,1.2521739133333334,96.4,Control_1,Pinchot,0.7076086956666666,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.5707451992582676,0.012989355947441217,0.014960014707540522,-0.14125070686034516
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-21,NO3,Site_1,Coal,0.07974819362656929,96.4,Control_1,Pinchot,0.054676210270065,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.37744538892783797,8.27263419362752e-4,0.0011559452488385837,-0.33455051719077483
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-22,DOC,Site_1,Coal,1.2913043481666668,96.4,Control_1,Pinchot,0.645652174,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.693147180689014,0.013395273321230984,0.013650151670190276,-0.018848725429598815
Mast & Clow; 2008,Mast_Clow_2008_C1,2004-05-22,NO3,Site_1,Coal,0.07695170314225,96.4,Control_1,Pinchot,0.05186364798966833,47.3,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,0.3945598724735,7.982541819735476e-4,0.0010964830441790347,-0.3174360336451128
