DateTime,SiteCode,SampleCode,SamplingMethod,SampleSize,SampleType,SampleMedium,Depth,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Zr90,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,FI,HIX,SUVA254,SUVA280,dD,d18O,SamplingNote
3/15/2015 12:00,BurnedFLUXPit4,NM_P378,Snow,249.8,Grab,snow,Layer 4,0.8710000,2.3390000,0.2060000,0.6600000,2.6200000,0.7400000,0.4900000,7.4100000,2.7600000,0.7600000,0.0150000,100.9350000,26.1220000,98.5180000,11.3380000,31.7630000,54.2000000,267.2680000,981.8300000,0.6730000,0.1600000,0.2710000,10.7110000,7.5400000,0.0150000,0.0600000,0.0610000,0.1360000,0.2680000,0.0960000,4.1210000,15.6780000,0.0310000,36.7900000,0.0010000,0.0300000,0.0130000,0.1420000,17.3950000,22.2190000,42.6930000,10.7300000,19.3780000,13.2900000,7.7630000,10.5290000,3.1780000,5.0880000,2.6700000,6.6730000,4.4550000,6.9170000,4.2150000,0.0190000,0.0130000,28.1230000,0.1000000,0.0260000,1.1950000,1.3430000,0.0330000,0.0270000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 12:00,BurnedFLUXPit4,NM_P379,Snow,305.3,Grab,snow,Layer 5,0.6650000,2.1390000,0.1990000,0.6600000,3.6700000,0.7400000,0.4900000,6.1900000,2.4300000,0.7600000,0.3030000,93.5020000,13.3040000,61.9100000,5.8990000,13.5580000,12.0520000,162.5860000,534.8660000,0.8320000,0.0920000,0.3000000,18.8700000,3.6550000,0.0330000,0.0300000,0.7000000,1.2440000,0.2800000,3.2590000,2.0740000,15.2560000,0.0300000,31.5610000,0.0010000,0.0100000,0.0450000,0.1320000,16.4280000,16.1760000,29.8640000,7.6240000,14.2430000,12.8650000,6.4360000,3.9350000,2.0390000,4.4590000,2.9150000,8.5160000,4.6720000,4.0180000,3.6400000,0.0130000,0.0170000,5.7250000,0.1000000,0.0090000,1.2170000,1.1010000,0.0290000,0.0260000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit1,NM_P380,Snow,232.7,Grab,snow,Layer 1,0.4710000,0.9960000,0.2600000,0.6600000,2.5500000,0.7400000,0.4900000,9.4000000,2.5200000,0.7600000,0.1970000,105.8300000,111.7900000,38.5640000,8.7240000,22.0110000,31.1860000,60.8390000,326.4240000,0.2590000,0.1290000,0.3560000,5.3080000,5.2720000,0.0160000,0.1160000,0.1210000,7.3220000,0.2510000,1.5030000,1.5700000,10.0730000,0.0200000,36.3700000,0.0020000,0.0140000,0.4800000,0.1450000,76.3650000,6.9820000,10.6210000,5.4050000,4.4760000,6.9360000,5.4670000,5.8430000,2.2650000,3.0500000,2.4610000,2.2200000,3.5020000,6.2110000,3.3090000,0.0160000,0.0120000,24.5460000,0.1470000,0.0050000,1.7220000,0.3340000,0.0620000,0.0420000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit1,NM_P381,Snow,228.6,Grab,snow,Layer 2,0.6840000,2.1990000,0.4990000,0.6600000,5.1200000,0.7400000,0.4900000,20.7000000,7.1900000,0.7600000,0.6180000,103.5390000,179.5980000,120.3550000,6.9070000,32.5420000,38.0140000,194.4230000,1245.5280000,0.8440000,0.3030000,0.2290000,12.6010000,2.2130000,0.0190000,0.1270000,0.1100000,0.4230000,0.2140000,6.0480000,6.0730000,16.8620000,0.0500000,48.5980000,0.0010000,0.0610000,0.0240000,0.1620000,20.0320000,14.1110000,25.8420000,8.3310000,13.5110000,13.6130000,6.7380000,5.7940000,3.4480000,6.6350000,0.7880000,7.1190000,5.4670000,7.1700000,1.9470000,0.0130000,0.1340000,23.0090000,0.1630000,0.0050000,1.3800000,0.3810000,0.0270000,0.0210000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit1,NM_P382,Snow,287.4,Grab,snow,Layer 3,0.5640000,1.5820000,0.4220000,0.6600000,2.3600000,0.7400000,0.4900000,13.4100000,3.6900000,0.7600000,0.3040000,97.1420000,37.2560000,52.2100000,2.4170000,21.9880000,6.0460000,161.7300000,602.2820000,1.0060000,0.1470000,0.2450000,11.4260000,2.0470000,0.0380000,0.0990000,0.1100000,4.3560000,0.4480000,3.2700000,2.4680000,12.5940000,0.0400000,30.7160000,0.0040000,0.0330000,0.0280000,0.1410000,31.2140000,7.5130000,11.1950000,5.5000000,4.6030000,5.1750000,4.5200000,2.6330000,3.6070000,2.0520000,2.0790000,0.8540000,3.4060000,5.5010000,1.8230000,0.0150000,0.0200000,6.9530000,0.1960000,0.0050000,1.6490000,0.3640000,0.0200000,0.0150000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit2,NM_P383,Snow,212,Grab,snow,Layer 1,0.5180000,1.0150000,0.2060000,0.6600000,2.7800000,0.7400000,0.4900000,7.6900000,2.1100000,0.7600000,0.4110000,96.6800000,35.1920000,41.6190000,4.9550000,7.7790000,2.0200000,62.6580000,343.9860000,1.0710000,0.1480000,0.2580000,4.9090000,1.9810000,0.0140000,0.1070000,0.0620000,0.9080000,0.2060000,4.6930000,1.4640000,2.7170000,0.0300000,22.0410000,0.0060000,0.0080000,0.0110000,0.1450000,8.4000000,4.0100000,8.8910000,7.4110000,2.8890000,9.0660000,5.3050000,7.0460000,2.9930000,5.4120000,0.9970000,5.5840000,2.7890000,8.5890000,2.1590000,0.0310000,0.0280000,5.5560000,0.1310000,0.0050000,1.1810000,0.4580000,0.0190000,0.0160000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit2,NM_P384,Snow,196.1,Grab,snow,Layer 2,0.9030000,2.5520000,0.3320000,0.6600000,7.2900000,0.7400000,0.4900000,18.2600000,7.0900000,0.7600000,0.6130000,100.4000000,167.5970000,138.7320000,4.6680000,54.2680000,59.5260000,707.7930000,1396.9590000,0.7600000,0.2890000,0.3170000,3.6090000,1.6290000,0.0050000,0.1740000,0.1370000,0.2860000,0.5420000,4.6090000,7.1180000,11.9450000,0.0300000,26.3700000,0.0000000,0.0290000,0.0510000,0.1680000,24.0520000,14.3030000,23.8470000,8.2300000,14.7010000,12.0160000,6.0740000,8.5150000,2.0820000,4.6030000,0.2150000,4.9420000,3.7470000,5.6630000,2.7030000,0.0160000,0.0040000,24.0090000,-9999.0000000,-9999.0000000,1.1840000,1.4930000,0.0270000,0.0220000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit2,NM_P385,Snow,253.9,Grab,snow,Layer 3,1.3560000,4.5890000,0.6060000,0.6600000,3.5900000,0.7400000,0.4900000,9.5100000,3.4400000,0.7600000,0.0900000,99.3880000,52.4130000,156.5580000,14.5810000,68.0440000,23.8050000,787.0820000,1263.4740000,0.8520000,0.1490000,0.3000000,17.3900000,6.7590000,0.0300000,0.1860000,0.4610000,1.0100000,0.5030000,3.2190000,6.4340000,14.6890000,0.0400000,33.2970000,0.0060000,0.0700000,0.0610000,0.1490000,25.8700000,15.6200000,30.2670000,9.9740000,15.9980000,7.0030000,7.0800000,5.8040000,4.6470000,6.9880000,2.2910000,7.3740000,4.1700000,5.0760000,3.3770000,0.0310000,0.0340000,11.4070000,0.2430000,0.0050000,1.3950000,2.1990000,0.0240000,0.0170000,-9999.0000000,-9999.0000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit3,NM_P386,Snow,227.2,Grab,snow,Layer 1,0.5410000,0.9300000,0.2120000,0.6600000,4.0000000,0.7400000,0.4900000,7.9600000,3.0300000,0.7600000,0.1970000,107.7390000,62.1400000,50.9520000,6.5460000,20.4030000,34.1390000,41.0780000,344.9830000,0.2120000,0.1720000,0.2790000,9.2330000,7.5010000,0.0160000,0.1470000,0.0880000,0.8380000,0.2970000,4.3130000,1.3010000,3.4660000,0.0100000,21.2750000,0.0010000,0.0340000,0.0520000,0.2200000,7.8290000,1.3860000,12.0380000,8.1360000,7.2600000,9.8400000,4.8110000,4.3460000,3.3140000,7.2080000,4.5370000,3.8160000,4.4970000,6.6350000,3.7500000,0.0130000,0.0150000,24.9020000,0.1300000,0.0050000,1.2080000,0.3030000,0.0230000,0.0220000,-71.4200000,-6.1400000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit3,NM_P387,Snow,228,Grab,snow,Layer 2,0.6630000,1.7880000,0.1990000,0.6600000,2.2700000,0.7400000,0.4900000,7.8800000,2.6100000,0.7600000,0.0910000,103.5250000,30.4610000,61.8790000,11.4080000,36.9440000,55.0660000,252.8340000,803.3240000,0.6440000,0.1300000,0.3740000,12.5410000,7.9950000,0.0250000,0.3870000,0.1240000,20.1760000,0.3630000,2.8990000,2.9600000,13.0190000,0.0500000,33.0040000,0.0070000,0.0010000,0.0580000,0.1600000,15.9910000,10.2720000,19.9570000,5.8700000,12.3700000,8.9800000,6.2080000,10.5440000,4.1570000,7.8070000,2.9890000,5.5330000,2.9570000,4.1300000,2.2700000,0.0210000,0.0170000,21.7260000,0.0930000,0.0070000,1.2790000,1.6350000,0.0200000,0.0150000,-109.5800000,-14.5200000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit3,NM_P388,Snow,235.6,Grab,snow,Layer 3,1.0670000,5.1010000,0.1760000,0.6600000,3.5100000,0.7400000,0.4900000,2.1900000,3.1600000,0.7600000,0.5130000,101.5270000,56.3350000,130.6320000,14.6710000,49.7110000,64.1430000,1253.7270000,908.8750000,1.5260000,0.1710000,0.3170000,23.7510000,9.0820000,0.0420000,1.1560000,0.4300000,0.0960000,0.5010000,3.6040000,4.4750000,18.0600000,0.0300000,35.3840000,0.0090000,0.0280000,0.0310000,0.1620000,17.7560000,25.0540000,41.6530000,11.7990000,17.7570000,9.1810000,7.8590000,3.9840000,5.9180000,6.6480000,2.6270000,7.2680000,3.3680000,8.2410000,3.5640000,0.0150000,0.0250000,9.6210000,0.0710000,0.0230000,1.3490000,1.8070000,0.0130000,0.0090000,-102.7700000,-13.5000000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit4,NM_P389,Snow,315.6,Grab,snow,Layer 1,0.5490000,1.4010000,0.2440000,0.6600000,4.7200000,0.7400000,0.4900000,8.8200000,2.0600000,0.7600000,0.2960000,97.5000000,70.2290000,54.8580000,7.8820000,33.1560000,7.8710000,141.6880000,409.3500000,0.7840000,0.1740000,0.3210000,7.4010000,4.9480000,0.0230000,0.3510000,0.4970000,0.3560000,0.3330000,2.5030000,1.8710000,6.7920000,0.0200000,27.0070000,0.0130000,0.0980000,0.2250000,0.1580000,7.6720000,7.3110000,13.8690000,6.6920000,9.0870000,8.5840000,6.3360000,5.0000000,1.8190000,7.9170000,0.7550000,6.8230000,3.6560000,4.4550000,4.1020000,0.0130000,0.3510000,13.8720000,0.1240000,0.0050000,1.2690000,0.7400000,0.0170000,0.0130000,-100.5100000,-14.1300000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,UnburnedFLUXPit4,NM_P390,Snow,276.2,Grab,snow,Layer 2,10.6380000,39.2980000,2.1780000,5.6800000,31.4200000,0.7400000,0.4900000,6.4600000,4.4300000,93.2800000,0.2030000,134.6870000,183.4040000,4107.9210000,23.5980000,4818.4240000,4275.1120000,14260.7100000,16288.8600000,1.2280000,0.1980000,0.2530000,17.9420000,13.1880000,0.3340000,1.1140000,3.0290000,15.2710000,0.4940000,5.1840000,203.5540000,95.4710000,0.1450000,16.2640000,0.0060000,0.0420000,0.0230000,0.1650000,212.8970000,80.6000000,118.0420000,25.6750000,84.3430000,17.9920000,2.9100000,27.5350000,5.4400000,22.1980000,5.1510000,10.9080000,4.5810000,17.2290000,3.9960000,0.0130000,0.2400000,23.5550000,-9999.0000000,-9999.0000000,1.4200000,2.0890000,0.0370000,0.0300000,-95.1600000,-11.6800000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,BurnedZOBPit1,NM_P391,Snow,298.3,Grab,snow,Layer 1,0.5670000,0.8640000,0.2280000,0.6600000,3.8200000,0.7400000,0.4900000,7.6200000,1.4000000,12.5200000,0.1990000,105.8360000,92.0060000,38.2400000,40.7240000,19.0570000,26.3830000,0.0640000,463.9010000,1.7020000,0.1460000,0.3710000,5.6840000,8.0980000,0.0590000,0.3590000,0.7290000,4.0190000,0.4340000,0.8060000,2.1170000,9.9370000,0.0300000,21.3590000,0.0190000,0.6010000,0.0870000,0.1640000,11.5340000,11.4690000,18.1130000,8.2120000,6.3280000,9.5040000,10.3470000,0.1070000,5.2200000,9.2560000,4.6270000,6.5750000,7.8250000,7.9970000,4.4400000,0.0230000,1.4890000,10.1470000,0.1410000,0.0050000,1.0530000,0.2230000,0.0150000,0.0150000,-96.7500000,-13.3300000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,BurnedZOBPit1,NM_P392,Snow,280.5,Grab,snow,Layer 2,0.5980000,1.3230000,0.1800000,0.6600000,1.9400000,0.7400000,0.4900000,6.9400000,1.2800000,2.7000000,0.0910000,103.0110000,98.9080000,43.9930000,15.7000000,22.4610000,39.1940000,91.7260000,609.0800000,0.6000000,0.1510000,0.3570000,12.9630000,8.9750000,0.0320000,0.4090000,0.6640000,6.8920000,0.4300000,4.6690000,2.5220000,16.1540000,0.0100000,26.0620000,0.0360000,0.1310000,0.1080000,0.2570000,8.5110000,21.4510000,41.2000000,14.5450000,21.0010000,4.7430000,8.2870000,8.7220000,6.2780000,9.0850000,4.3020000,7.2900000,3.2960000,4.8320000,3.2790000,0.0230000,1.1380000,24.2200000,0.1720000,0.0050000,1.1710000,0.5960000,0.0300000,0.0270000,-101.5700000,-12.9900000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,BurnedZOBPit2,NM_P393,Snow,354.5,Grab,snow,Layer 1,0.5980000,0.6520000,0.2280000,0.6600000,3.2000000,0.7400000,0.4900000,8.4900000,1.6700000,0.7600000,0.3000000,104.1940000,100.5330000,44.4650000,10.2520000,39.5080000,43.7870000,45.6080000,499.3700000,1.2080000,0.1640000,0.3190000,4.9200000,7.2030000,0.0280000,0.4870000,0.9330000,2.7140000,0.5890000,3.5780000,2.4590000,12.8010000,0.0300000,28.5100000,0.0870000,0.0320000,0.1010000,0.1290000,6.4310000,15.9580000,29.5550000,9.9330000,15.5370000,14.8910000,7.7320000,0.0370000,5.8190000,8.4980000,4.2070000,10.9710000,4.4570000,5.2480000,3.6850000,0.0130000,0.1170000,46.8820000,0.1410000,0.0050000,1.1050000,0.6400000,0.0150000,0.0150000,-82.8100000,-9.4600000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,BurnedZOBPit3,NM_P394,Snow,347.2,Grab,snow,Layer 1,0.5250000,0.7560000,0.2090000,0.6600000,3.5000000,0.7400000,0.4900000,7.1400000,1.6100000,0.7600000,0.6230000,107.4900000,80.9730000,33.7740000,5.7270000,25.4750000,21.1950000,1.9340000,483.9980000,0.2860000,0.1250000,0.2730000,3.7150000,0.3210000,0.0120000,0.3540000,0.5830000,0.6500000,0.2790000,2.2150000,2.2090000,9.8030000,0.0300000,27.9020000,0.0190000,0.0670000,0.0420000,0.1260000,8.6640000,15.2790000,16.7120000,12.4100000,17.8830000,8.5140000,9.6890000,5.9730000,8.0460000,8.7060000,5.8990000,8.7400000,6.8290000,6.6070000,6.6620000,0.0250000,0.0680000,22.4060000,0.1300000,0.0050000,1.1930000,0.2460000,0.0140000,0.0140000,-96.5400000,-13.4600000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
3/15/2015 14:00,BurnedZOBPit4,NM_P395,Snow,348.1,Grab,snow,Layer 1,0.4950000,0.6940000,0.1440000,0.6600000,2.4800000,0.7400000,0.4900000,5.2500000,0.5200000,0.7600000,0.1970000,103.1300000,48.0410000,24.9210000,10.1800000,25.0330000,25.1540000,15.1730000,337.1570000,1.2530000,0.1110000,0.3980000,4.0640000,41.1200000,0.0450000,1.2470000,0.4790000,2.6900000,0.4690000,7.1410000,1.7450000,8.5410000,0.0300000,27.7400000,0.0220000,0.0810000,0.1640000,0.1710000,6.6130000,10.9990000,17.5820000,7.4240000,0.0010000,6.8290000,6.8700000,1.9850000,2.0060000,4.3450000,1.3150000,1.0360000,1.4580000,6.4620000,1.4910000,0.0130000,0.0520000,21.4310000,0.1110000,0.0050000,1.0090000,0.2080000,0.0200000,0.0190000,-103.8600000,-13.8400000,Sampled by: Alissa White | Field Note: Collected to Ziploc bags
