"Study_ID","Pair_JSC","Koppen","Treatment","Time_Since_Fire","Time_Since_Fire_JSC","DOC_mg_C_L","STDEV_DOC","STER_DOC","TN_mg_N_per_L","STDEV_TN","STER_TN","TDN_mg_N_per_L","STDEV_TDN","STER_TDN","NO3_mg_per_L_as_Nitrate","STDEV_NO3","STER_NO3","NH4_mg_per_L_as_NH4","STER_NH4","TSF"
"9","Site 2","Csb","Burn","1","1-3 years",1.85,NA,0.27,NA,NA,NA,0.13,NA,0.02,0.006774193548,0.004516129032,0.02,0,0.72,"0-1 years"
"9","Site 2","Csb","Burn","5","3-5 years",1.84,NA,1.42,NA,NA,NA,0.11,NA,0.02,0.009032258065,0.004516129032,0.02,0.09,0.89,"4-5 years"
"9","Site 2","Csb","Burn","5","3-5 years",1.94,NA,1.22,NA,NA,NA,NA,NA,NA,0.009032258065,0.004516129032,0.02,NA,NA,"4-5 years"
"9","Site 2","Csb","Burn","8","5-10 years",1.69,NA,0.96,NA,NA,NA,0.11,NA,0.01,0.009032258065,0.002258064516,0.01,0,0.89,"6-10 years"
"9","Site 2","Csb","Burn","9","5-10 years",1.45,NA,0.93,NA,NA,NA,0.09,NA,0.02,0.009032258065,0.004516129032,0.02,0,0.81,"6-10 years"
"9","Site 2","Csb","Burn","13","10-20 years",0.84,NA,0.14,NA,NA,NA,0.08,NA,0,0.006774193548,0,0,0,0,">10 years"
"9","Site 1","Csb","Burn","1","1-3 years",0.11,NA,0.04,NA,NA,NA,0.11,NA,0.01,0.009032258065,0.004516129032,0.02,0.12,0.81,"0-1 years"
"9","Site 1","Csb","Burn","5","3-5 years",1.18,NA,0.02,NA,NA,NA,0.1,NA,0.01,0.0135483871,0.004516129032,0.02,0,0.68,"4-5 years"
"9","Site 1","Csb","Burn","7","5-10 years",1.28,NA,0.28,NA,NA,NA,0.1,NA,0.01,0.009032258065,0.004516129032,0.02,0,0.59,"6-10 years"
"9","Site 1","Csb","Burn","7","5-10 years",1.64,NA,0.84,NA,NA,NA,0.08,NA,0.02,0.006774193548,0.004516129032,0.02,0,0.76,"6-10 years"
"9","Site 1","Csb","Burn","9","5-10 years",1.52,NA,0.2,NA,NA,NA,0.12,NA,0.04,0.009032258065,0.004516129032,0.02,0.7,1.14,"6-10 years"
"9","Site 1","Csb","Burn","10","5-10 years",1.31,NA,0.17,NA,NA,NA,0.09,NA,0.01,0.006774193548,0.004516129032,0.02,0,0.68,"6-10 years"
"9","Control","Csb","Unburn","1-13 years post fire","1-13 years post fire",2.14,NA,0.43,NA,NA,NA,0.12,NA,0.02,0.006774193548,0.002258064516,0.01,NA,NA,">10 years"
"10","Site 2","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,427.8,NA,415.4,16.2,2.2,"0-1 years"
"10","Site 2","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53,2.66,"0-1 years"
"10","Site 2","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.35,39.6,"0-1 years"
"10","Site 2","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.23,9.59,"0-1 years"
"10","Site 2","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.08,2.45,"0-1 years"
"10","Site 2","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.13,1.84,"0-1 years"
"10","Site 1","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,12.4,15.5,5.1,"0-1 years"
"10","Site 1","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.39,4.69,"0-1 years"
"10","Site 1","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.86,6.53,"0-1 years"
"10","Site 1","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19,3.88,"0-1 years"
"10","Site 1","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,1.02,"0-1 years"
"10","Site 1","BSk","Burn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.13,1.63,"0-1 years"
"10","Control","BSk","Unburn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,142.6,NA,62,16.8,4.1,"0-1 years"
"10","Control","BSk","Unburn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82,3.27,"0-1 years"
"10","Control","BSk","Unburn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23,1.63,"0-1 years"
"10","Control","BSk","Unburn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19,3.67,"0-1 years"
"10","Control","BSk","Unburn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,5.31,"0-1 years"
"10","Control","BSk","Unburn","1 year","1-3 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35,2.86,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.94,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",4.09,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.64,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.26,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.04741935484,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.04516129032,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.0564516129,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.04741935484,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.03612903226,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.04290322581,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.04064516129,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.04290322581,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.02709677419,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.2,NA,NA,NA,NA,NA,NA,NA,NA,0.02032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.009032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.02032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.01129032258,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.03161290323,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.0135483871,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.02483870968,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.01129032258,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.6,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.7,NA,NA,NA,NA,NA,NA,NA,NA,0.002258064516,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.04741935484,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.009032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.03838709677,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.6,NA,NA,NA,NA,NA,NA,NA,NA,0.04516129032,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.8,NA,NA,NA,NA,NA,NA,NA,NA,0.05193548387,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",4,NA,NA,NA,NA,NA,NA,NA,NA,0.06322580645,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",4,NA,NA,NA,NA,NA,NA,NA,NA,0.1016129032,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",4,NA,NA,NA,NA,NA,NA,NA,NA,0.1196774194,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",5.1,NA,NA,NA,NA,NA,NA,NA,NA,0.06774193548,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.02709677419,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.7,NA,NA,NA,NA,NA,NA,NA,NA,0.02935483871,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.06322580645,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.02709677419,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",3.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",25,NA,NA,NA,NA,NA,NA,NA,NA,0.6029032258,NA,NA,0.3337028825,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",71.06,NA,NA,NA,NA,NA,NA,NA,NA,2.077419355,NA,NA,1.963414634,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",33.5,NA,NA,NA,NA,NA,NA,NA,NA,1.23516129,NA,NA,0.9933481153,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",6.4,NA,NA,NA,NA,NA,NA,NA,NA,0.1535483871,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",7,NA,NA,NA,NA,NA,NA,NA,NA,0.1919354839,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",27.6,NA,NA,NA,NA,NA,NA,NA,NA,2.097741935,NA,NA,0.7372505543,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",20.9,NA,NA,NA,NA,NA,NA,NA,NA,1.171935484,NA,NA,0.3647450111,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",5.2,NA,NA,NA,NA,NA,NA,NA,NA,0.3770967742,NA,NA,0.07760532151,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",29.2,NA,NA,NA,NA,NA,NA,NA,NA,2.142903226,NA,NA,0.7993348115,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",12.5,NA,NA,NA,NA,NA,NA,NA,NA,1.02516129,NA,NA,0.310421286,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.1241935484,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.0564516129,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.03161290323,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.9,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,NA,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","0 years","0 years",1.7,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",3,NA,NA,NA,NA,NA,NA,NA,NA,0.02032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",2,NA,NA,NA,NA,NA,NA,NA,NA,0.009032258065,NA,NA,0.0698447893569845,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.02032258065,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",1.6,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.1,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01129032258,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",1.32,NA,NA,NA,NA,NA,NA,NA,NA,0.04967741935,NA,NA,0.0279379157427938,NA,"0-1 years"
"11","Site 1","Cfb","Burn","1 year","1-3 years",1.29,NA,NA,NA,NA,NA,NA,NA,NA,0.03387096774,NA,NA,0.0388026607538803,NA,"0-1 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.15,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,0.0465631929,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.3206451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.91,NA,NA,NA,NA,NA,NA,NA,NA,0.4629032258,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",2.42,NA,NA,NA,NA,NA,NA,NA,NA,0.04064516129,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",2.39,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.98,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",2.02,NA,NA,NA,NA,NA,NA,NA,NA,0.01580645161,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.74,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.55,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.47,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.37,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.35,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.38,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.32,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",8.48,NA,NA,NA,NA,NA,NA,NA,NA,0.135483871,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",5.5,NA,NA,NA,NA,NA,NA,NA,NA,0.1219354839,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",5.81,NA,NA,NA,NA,NA,NA,NA,NA,0.2032258065,NA,NA,0.06208425721,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",5.7,NA,NA,NA,NA,NA,NA,NA,NA,0.07677419355,NA,NA,0.03880266075,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",4.67,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",2.79,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",2.34,NA,NA,NA,NA,NA,NA,NA,NA,0.01806451613,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",3.16,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.61,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.03880266075,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.28,NA,NA,NA,NA,NA,NA,NA,NA,0.00451612903225806,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","2 years","1-3 years",1.15,NA,NA,NA,NA,NA,NA,NA,NA,0.006119354839,NA,NA,0.0388026607538803,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",0.86,NA,NA,NA,NA,NA,NA,NA,NA,0.03838709677,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.07,NA,NA,NA,NA,NA,NA,NA,NA,0.1309677419,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.62,NA,NA,NA,NA,NA,NA,NA,NA,0.09258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",3.36,NA,NA,NA,NA,NA,NA,NA,NA,1.018387097,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",5.58,NA,NA,NA,NA,NA,NA,NA,NA,0.4967741935,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",5.24,NA,NA,NA,NA,NA,NA,NA,NA,0.4019354839,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",7.69,NA,NA,NA,NA,NA,NA,NA,NA,0.4290322581,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",6.52,NA,NA,NA,NA,NA,NA,NA,NA,0.1129032258,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.06774193548,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",3.32,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",2.73,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",2.18,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.74,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.69,NA,NA,NA,NA,NA,NA,NA,NA,0.02258064516,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.82,NA,NA,NA,NA,NA,NA,NA,NA,0.0067741935483871,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.69,NA,NA,NA,NA,NA,NA,NA,NA,0.03838709677,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",4.32,NA,NA,NA,NA,NA,NA,NA,NA,0.2348387097,NA,NA,0.02328159645,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",1.64,NA,NA,NA,NA,NA,NA,NA,NA,0.04516129032,NA,NA,0.0232815964523282,NA,"2-3 years"
"11","Site 1","Cfb","Burn","3 years","1-3 years",2.94,NA,NA,NA,NA,NA,NA,NA,NA,0.08580645161,NA,NA,0.0232815964523282,NA,"2-3 years"
